Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason,Prior_Loan_Repayment_Rate_Master,Prior_Loan_Repayment_History_Master,Prior_Loan_Purpose_Master,Farmer_Credit_Score_General_Master
LOAN_0001182,FARMER_04841,ENT_004841,3195000,16.1,2019-03-16,No,2396250,2019-04-19,6,4,Non-creditworthy,1.07,0.53,Cooperative,5,25.4,4,No,N/A,0.75,Fair,Mechanization Loan,511
LOAN_0001183,FARMER_04845,ENT_004845,2120000,6.3,2022-07-07,Yes,487600,2022-10-28,18,13,Non-creditworthy,2.93,0.55,Family/Friends,3,60.1,1,Yes,Other,0.23,Poor,Land Expansion,725
LOAN_0001184,FARMER_04850,ENT_004850,990000,20.8,2017-10-02,Yes,0,,12,2,Creditworthy,0.49,0.5,Bank of Agriculture,1,18.8,4,No,N/A,0.0,None,Land Expansion,843
LOAN_0001185,FARMER_04857,ENT_004857,165000,16.7,2016-04-22,Yes,148500,2016-06-02,6,6,Non-creditworthy,0.18,0.55,Cooperative,4,76.8,5,No,N/A,0.9,Good,Mechanization Loan,775
LOAN_0001186,FARMER_04860,ENT_004860,440000,29.9,2023-05-31,Yes,431200,2023-12-20,24,12,Creditworthy,0.8,0.52,Bank of Agriculture,0,14.8,2,No,N/A,0.98,Excellent,Asset Acquisition,688
LOAN_0001187,FARMER_04864,ENT_004864,3130000,19.0,2022-08-24,No,1502400,2023-03-01,36,30,Non-creditworthy,1.37,0.57,Bank of Agriculture,5,97.1,1,Yes,Drought/Flood,0.48,Poor,Processing Equipment,688
LOAN_0001188,FARMER_04865,ENT_004865,245000,6.1,2023-01-26,Yes,124950,2024-03-13,36,18,Creditworthy,0.28,0.42,Government Program,4,5.9,1,No,N/A,0.51,Fair,Asset Acquisition,493
LOAN_0001189,FARMER_04867,ENT_004867,5120000,9.2,2024-05-04,No,2713600,2024-06-29,12,3,Creditworthy,3.64,0.54,Bank of Agriculture,1,33.3,0,No,N/A,0.53,Fair,Asset Acquisition,653
LOAN_0001190,FARMER_04868,ENT_004868,330000,11.5,2023-08-30,No,320100,2023-11-25,6,3,Creditworthy,0.7,0.6,Government Program,1,33.9,6,No,N/A,0.97,Excellent,Land Expansion,631
LOAN_0001191,FARMER_04870,ENT_004870,100000,11.7,2018-05-08,Yes,69000,2018-06-22,18,8,Creditworthy,0.29,0.79,Informal Lender,4,51.2,6,No,N/A,0.69,Fair,Working Capital,549
LOAN_0001192,FARMER_04876,ENT_004876,460000,22.8,2017-10-07,Yes,0,,36,28,Non-creditworthy,0.91,0.79,Informal Lender,2,95.4,6,No,N/A,0.0,None,Input Loan,359
LOAN_0001193,FARMER_04880,ENT_004880,3045000,10.4,2019-08-05,No,1552950,2020-12-06,24,14,Non-creditworthy,1.31,0.62,Commercial Bank,1,43.6,3,No,N/A,0.51,Fair,Land Expansion,635
LOAN_0001194,FARMER_04883,ENT_004883,540000,32.1,2016-08-18,No,54000,2016-12-23,6,4,Non-creditworthy,0.45,0.49,Government Program,3,58.4,1,Yes,Input Price Hike,0.1,Poor,Mechanization Loan,662
LOAN_0001195,FARMER_04885,ENT_004885,890000,20.2,2023-12-04,Yes,765400,2024-08-16,24,18,Creditworthy,0.44,0.72,Informal Lender,0,5.2,5,No,N/A,0.86,Good,Working Capital,594
LOAN_0001196,FARMER_04888,ENT_004888,2040000,21.5,2020-07-04,No,1081200,2023-05-18,36,22,Non-creditworthy,7.08,0.77,Commercial Bank,4,10.5,6,No,N/A,0.53,Fair,Input Loan,761
LOAN_0001197,FARMER_04899,ENT_004899,1595000,13.7,2017-10-08,Yes,1451450,2019-01-19,18,5,Non-creditworthy,4.16,0.52,Government Program,0,30.6,1,No,N/A,0.91,Good,Input Loan,306
LOAN_0001198,FARMER_04906,ENT_004906,3595000,7.4,2021-07-30,Yes,3487150,2022-07-13,36,17,Creditworthy,3.16,0.47,Cooperative,5,7.2,5,No,N/A,0.97,Excellent,Input Loan,774
LOAN_0001199,FARMER_04914,ENT_004914,70000,30.5,2019-05-21,Yes,37800,2019-09-08,18,14,Creditworthy,0.17,0.67,Cooperative,2,16.6,6,No,N/A,0.54,Fair,Mechanization Loan,828
LOAN_0001200,FARMER_04916,ENT_004916,935000,12.8,2020-10-06,No,822800,2020-12-09,6,1,Non-creditworthy,3.12,0.49,Microfinance Bank,1,59.2,1,No,N/A,0.88,Good,Working Capital,516
LOAN_0001201,FARMER_04918,ENT_004918,2350000,33.8,2022-11-02,Yes,0,,36,3,Non-creditworthy,1.8,0.49,Cooperative,3,65.7,4,No,N/A,0.0,None,Working Capital,833
LOAN_0001202,FARMER_04920,ENT_004920,1930000,29.8,2018-06-11,No,1679100,2019-01-31,12,10,Creditworthy,1.41,0.79,Family/Friends,2,72.3,3,No,N/A,0.87,Good,Land Expansion,658
LOAN_0001203,FARMER_04921,ENT_004921,6370000,30.9,2019-11-29,Yes,0,,18,17,Creditworthy,3.14,0.53,Informal Lender,3,54.4,0,No,N/A,0.0,None,Processing Equipment,828
LOAN_0001204,FARMER_04923,ENT_004923,1220000,12.7,2017-12-24,Yes,549000,2018-11-24,12,10,Non-creditworthy,1.58,0.42,Cooperative,0,29.4,1,Yes,Input Price Hike,0.45,Poor,Processing Equipment,539
LOAN_0001205,FARMER_04925,ENT_004925,4260000,12.2,2020-08-05,No,4089600,2021-08-28,18,13,Creditworthy,1.68,0.61,Informal Lender,5,67.3,1,No,N/A,0.96,Excellent,Input Loan,301
LOAN_0001206,FARMER_04931,ENT_004931,460000,30.7,2015-07-10,No,400200,2015-10-23,12,10,Non-creditworthy,0.24,0.74,Government Program,1,25.5,3,No,N/A,0.87,Good,Bundled Services Loan,698
LOAN_0001207,FARMER_04937,ENT_004937,4760000,21.1,2022-03-31,Yes,4569600,2022-06-29,6,4,Creditworthy,5.26,0.56,Bank of Agriculture,0,82.2,6,No,N/A,0.96,Excellent,Storage Construction,497
LOAN_0001208,FARMER_04938,ENT_004938,1520000,11.0,2020-05-28,Yes,1292000,2020-10-06,36,11,Non-creditworthy,0.68,0.69,Microfinance Bank,4,61.9,2,No,N/A,0.85,Good,Input Loan,753
LOAN_0001209,FARMER_04941,ENT_004941,20000,26.7,2023-09-02,Yes,16200,2025-02-25,24,18,Creditworthy,0.19,0.55,Family/Friends,0,1.8,4,No,N/A,0.81,Good,Asset Acquisition,818
LOAN_0001210,FARMER_04946,ENT_004946,1165000,28.2,2019-07-13,Yes,757250,2021-07-16,36,6,Non-creditworthy,0.85,0.78,Family/Friends,1,11.2,3,No,N/A,0.65,Fair,Mechanization Loan,531
LOAN_0001211,FARMER_04949,ENT_004949,140000,5.6,2021-07-27,No,67200,2022-11-11,24,16,Non-creditworthy,0.87,0.51,Commercial Bank,5,84.6,3,Yes,Low/Poor Yield,0.48,Poor,Storage Construction,823
LOAN_0001212,FARMER_04951,ENT_004951,140000,30.5,2019-08-02,No,126000,2019-10-13,6,6,Creditworthy,0.16,0.55,Cooperative,1,59.6,3,No,N/A,0.9,Good,Working Capital,649
LOAN_0001213,FARMER_04953,ENT_004953,1300000,7.3,2016-08-09,No,871000,2017-03-03,12,1,Creditworthy,0.83,0.46,Commercial Bank,0,65.9,2,No,N/A,0.67,Fair,Working Capital,421
LOAN_0001214,FARMER_04954,ENT_004954,3740000,14.9,2016-11-04,Yes,2917200,2019-01-26,36,22,Creditworthy,2.56,0.44,Informal Lender,2,69.0,3,No,N/A,0.78,Fair,Storage Construction,541
LOAN_0001215,FARMER_04956,ENT_004956,525000,11.0,2024-03-19,No,472500,2024-04-22,6,4,Creditworthy,0.28,0.61,Family/Friends,1,26.1,4,No,N/A,0.9,Good,Working Capital,482
LOAN_0001216,FARMER_04962,ENT_004962,1450000,26.9,2019-11-29,No,1450000,2021-01-28,24,2,Non-creditworthy,0.68,0.7,Informal Lender,4,15.8,4,No,N/A,1.0,Excellent,Processing Equipment,355
LOAN_0001217,FARMER_04964,ENT_004964,1975000,16.5,2022-01-08,No,0,,18,6,Creditworthy,1.74,0.76,Family/Friends,4,18.6,3,No,N/A,0.0,None,Storage Construction,707
LOAN_0001218,FARMER_04966,ENT_004966,1480000,19.9,2020-04-01,No,976800,2021-06-13,18,3,Non-creditworthy,1.7,0.71,Microfinance Bank,1,42.4,1,No,N/A,0.66,Fair,Input Loan,793
LOAN_0001219,FARMER_04970,ENT_004970,3105000,13.6,2020-03-20,No,2949750,2020-06-02,12,5,Creditworthy,2.54,0.73,Bank of Agriculture,5,55.6,2,No,N/A,0.95,Excellent,Working Capital,613
LOAN_0001220,FARMER_04974,ENT_004974,2755000,17.8,2023-07-02,No,2093800,2024-10-03,24,4,Creditworthy,1.32,0.5,Bank of Agriculture,4,99.8,1,No,N/A,0.76,Fair,Bundled Services Loan,320
LOAN_0001221,FARMER_04980,ENT_004980,6160000,28.1,2023-08-29,No,4373600,2024-01-19,6,3,Non-creditworthy,3.21,0.62,Government Program,2,53.0,3,No,N/A,0.71,Fair,Storage Construction,719
LOAN_0001222,FARMER_04985,ENT_004985,5600000,25.4,2021-04-23,No,4536000,2021-10-30,18,10,Non-creditworthy,2.73,0.73,Government Program,4,34.1,1,No,N/A,0.81,Good,Bundled Services Loan,304
LOAN_0001223,FARMER_04989,ENT_004989,570000,24.1,2024-03-11,No,0,,6,1,Non-creditworthy,0.98,0.68,Informal Lender,5,33.7,5,No,N/A,0.0,None,Storage Construction,564
LOAN_0001224,FARMER_04993,ENT_004993,4140000,13.4,2020-09-07,Yes,2235600,2023-01-16,36,14,Creditworthy,2.69,0.58,Family/Friends,0,53.9,3,No,N/A,0.54,Fair,Bundled Services Loan,827
LOAN_0001225,FARMER_04997,ENT_004997,680000,10.0,2022-10-22,No,0,,36,14,Non-creditworthy,0.58,0.47,Commercial Bank,4,17.1,3,No,N/A,0.0,None,Mechanization Loan,642
LOAN_0001226,FARMER_04999,ENT_004999,2995000,5.3,2019-08-30,No,2665550,2020-01-30,6,5,Non-creditworthy,2.32,0.61,Family/Friends,4,35.1,5,No,N/A,0.89,Good,Storage Construction,520
LOAN_0001227,FARMER_05000,ENT_005000,12110000,16.1,2023-06-03,Yes,3269700,2025-02-07,24,6,Non-creditworthy,5.51,0.74,Family/Friends,2,30.2,0,Yes,Policy Change,0.27,Poor,Processing Equipment,500
LOAN_0001228,FARMER_05005,ENT_005005,1990000,15.7,2020-03-27,Yes,1512400,2020-08-19,12,9,Non-creditworthy,2.62,0.77,Cooperative,4,12.3,5,No,N/A,0.76,Fair,Asset Acquisition,351
LOAN_0001229,FARMER_05012,ENT_005012,40000,29.2,2021-10-01,Yes,35200,2023-01-10,24,21,Non-creditworthy,0.8,0.44,Family/Friends,5,62.3,4,No,N/A,0.88,Good,Asset Acquisition,339
LOAN_0001230,FARMER_05021,ENT_005021,1755000,30.9,2023-07-14,Yes,0,,6,3,Non-creditworthy,1.13,0.61,Informal Lender,3,53.4,2,No,N/A,0.0,None,Processing Equipment,606
LOAN_0001231,FARMER_05022,ENT_005022,1980000,8.1,2023-12-02,Yes,0,,6,6,Creditworthy,2.67,0.67,Family/Friends,0,15.3,5,No,N/A,0.0,None,Land Expansion,337
LOAN_0001232,FARMER_05031,ENT_005031,190000,30.7,2018-12-11,No,0,,12,5,Non-creditworthy,0.61,0.61,Cooperative,5,2.7,6,No,N/A,0.0,None,Land Expansion,417
LOAN_0001233,FARMER_05033,ENT_005033,1150000,6.7,2019-08-20,No,276000,2020-12-05,36,13,Non-creditworthy,1.06,0.77,Cooperative,2,7.3,2,Yes,Low/Poor Yield,0.24,Poor,Land Expansion,749
LOAN_0001234,FARMER_05036,ENT_005036,2120000,7.1,2024-03-04,No,1780800,2024-04-27,6,6,Creditworthy,0.6,0.49,Family/Friends,3,6.8,2,No,N/A,0.84,Good,Working Capital,713
LOAN_0001235,FARMER_05042,ENT_005042,1790000,11.0,2018-04-06,Yes,751800,2019-04-21,24,22,Non-creditworthy,0.95,0.45,Commercial Bank,2,66.9,6,Yes,Illness of Farmer,0.42,Poor,Asset Acquisition,456
LOAN_0001236,FARMER_05044,ENT_005044,2065000,11.8,2023-07-19,Yes,2003050,2023-09-23,12,2,Creditworthy,5.32,0.64,Government Program,2,5.3,1,No,N/A,0.97,Excellent,Asset Acquisition,535
LOAN_0001237,FARMER_05045,ENT_005045,8040000,9.5,2017-08-23,No,7477200,2017-11-06,6,4,Non-creditworthy,2.04,0.51,Family/Friends,1,28.3,3,No,N/A,0.93,Good,Bundled Services Loan,592
LOAN_0001238,FARMER_05046,ENT_005046,1320000,26.4,2022-06-22,No,1201200,2023-10-12,18,15,Non-creditworthy,1.35,0.79,Microfinance Bank,0,24.0,4,No,N/A,0.91,Good,Storage Construction,812
LOAN_0001239,FARMER_05047,ENT_005047,1040000,9.7,2023-11-11,No,1029600,2025-05-07,36,3,Non-creditworthy,0.69,0.54,Informal Lender,2,98.2,1,No,N/A,0.99,Excellent,Land Expansion,694
LOAN_0001240,FARMER_05051,ENT_005051,4495000,34.0,2019-01-06,No,3191450,2019-04-14,6,2,Non-creditworthy,1.91,0.68,Bank of Agriculture,5,1.2,4,No,N/A,0.71,Fair,Bundled Services Loan,538
LOAN_0001241,FARMER_05056,ENT_005056,3485000,5.4,2015-11-23,No,3380450,2016-04-09,24,9,Non-creditworthy,2.16,0.64,Microfinance Bank,4,83.8,0,No,N/A,0.97,Excellent,Storage Construction,547
LOAN_0001242,FARMER_05057,ENT_005057,5785000,25.6,2023-02-28,Yes,5090800,2024-06-09,24,2,Non-creditworthy,4.45,0.49,Commercial Bank,4,46.7,2,No,N/A,0.88,Good,Bundled Services Loan,666
LOAN_0001243,FARMER_05058,ENT_005058,7090000,29.0,2022-06-08,No,6239200,2022-11-23,18,13,Non-creditworthy,2.65,0.41,Informal Lender,5,90.5,4,No,N/A,0.88,Good,Processing Equipment,378
LOAN_0001244,FARMER_05059,ENT_005059,525000,22.8,2023-02-21,No,504000,2025-01-16,24,10,Creditworthy,1.26,0.77,Bank of Agriculture,5,61.0,3,No,N/A,0.96,Excellent,Storage Construction,568
LOAN_0001245,FARMER_05060,ENT_005060,2075000,22.2,2023-08-27,No,1743000,2024-02-19,6,1,Creditworthy,2.88,0.62,Government Program,1,24.5,5,No,N/A,0.84,Good,Land Expansion,357
LOAN_0001246,FARMER_05066,ENT_005066,1740000,21.2,2016-11-08,No,400200,2017-11-12,18,6,Non-creditworthy,5.76,0.46,Informal Lender,2,17.7,2,Yes,Low/Poor Yield,0.23,Poor,Storage Construction,383
LOAN_0001247,FARMER_05069,ENT_005069,710000,25.5,2023-07-27,No,497000,2024-11-23,18,15,Creditworthy,1.83,0.57,Commercial Bank,0,44.9,0,No,N/A,0.7,Fair,Asset Acquisition,725
LOAN_0001248,FARMER_05070,ENT_005070,1480000,29.5,2021-05-21,No,1124800,2022-02-13,24,12,Non-creditworthy,0.73,0.74,Bank of Agriculture,1,15.4,1,No,N/A,0.76,Fair,Bundled Services Loan,318
LOAN_0001249,FARMER_05072,ENT_005072,1355000,12.4,2024-03-04,Yes,1355000,2024-08-13,6,6,Creditworthy,3.17,0.42,Government Program,5,77.8,1,No,N/A,1.0,Excellent,Input Loan,759
LOAN_0001250,FARMER_05073,ENT_005073,475000,14.1,2018-01-08,No,399000,2018-05-14,6,6,Non-creditworthy,0.79,0.47,Cooperative,0,55.3,5,No,N/A,0.84,Good,Mechanization Loan,692
LOAN_0001251,FARMER_05077,ENT_005077,1270000,18.5,2022-07-02,Yes,0,,12,11,Creditworthy,0.79,0.47,Bank of Agriculture,0,61.1,0,No,N/A,0.0,None,Land Expansion,464
LOAN_0001252,FARMER_05080,ENT_005080,4695000,15.1,2020-08-07,No,3380400,2021-02-15,24,13,Non-creditworthy,1.49,0.74,Cooperative,0,48.1,4,No,N/A,0.72,Fair,Working Capital,678
LOAN_0001253,FARMER_05081,ENT_005081,5905000,27.8,2023-11-26,Yes,0,,36,1,Non-creditworthy,2.75,0.79,Commercial Bank,4,18.6,5,No,N/A,0.0,None,Bundled Services Loan,841
LOAN_0001254,FARMER_05082,ENT_005082,505000,33.5,2017-04-16,No,343400,2018-10-29,24,21,Non-creditworthy,0.87,0.71,Bank of Agriculture,0,10.4,3,No,N/A,0.68,Fair,Bundled Services Loan,587
LOAN_0001255,FARMER_05085,ENT_005085,12940000,17.0,2014-12-14,Yes,0,,36,8,Non-creditworthy,9.38,0.73,Family/Friends,0,38.8,5,No,N/A,0.0,None,Land Expansion,807
LOAN_0001256,FARMER_05087,ENT_005087,225000,16.5,2017-04-01,Yes,209250,2017-09-19,6,2,Creditworthy,0.19,0.56,Family/Friends,3,46.0,1,No,N/A,0.93,Good,Processing Equipment,792
LOAN_0001257,FARMER_05094,ENT_005094,730000,14.3,2018-05-15,No,591300,2018-09-07,6,5,Non-creditworthy,1.25,0.8,Government Program,4,70.3,0,No,N/A,0.81,Good,Bundled Services Loan,784
LOAN_0001258,FARMER_05096,ENT_005096,4940000,28.0,2022-11-11,No,0,,6,3,Creditworthy,1.73,0.66,Family/Friends,4,31.5,5,No,N/A,0.0,None,Asset Acquisition,696
LOAN_0001259,FARMER_05100,ENT_005100,3925000,8.1,2019-07-29,No,1177500,2021-06-03,36,6,Non-creditworthy,2.05,0.61,Government Program,4,34.5,6,Yes,Low/Poor Yield,0.3,Poor,Storage Construction,793
LOAN_0001260,FARMER_05114,ENT_005114,305000,8.1,2016-12-12,No,109800,2018-05-15,24,3,Non-creditworthy,1.79,0.57,Bank of Agriculture,2,32.8,1,Yes,Market Loss,0.36,Poor,Input Loan,689
LOAN_0001261,FARMER_05117,ENT_005117,1040000,10.7,2022-12-24,Yes,1008800,2024-01-22,24,17,Non-creditworthy,0.28,0.59,Cooperative,3,41.6,1,No,N/A,0.97,Excellent,Asset Acquisition,471
LOAN_0001262,FARMER_05136,ENT_005136,650000,9.3,2023-03-29,Yes,526500,2023-05-25,6,4,Creditworthy,0.31,0.55,Commercial Bank,4,67.0,1,No,N/A,0.81,Good,Asset Acquisition,666
LOAN_0001263,FARMER_05137,ENT_005137,1820000,14.2,2015-09-26,No,0,,18,2,Creditworthy,1.52,0.77,Cooperative,0,16.9,3,No,N/A,0.0,None,Storage Construction,430
LOAN_0001264,FARMER_05143,ENT_005143,2685000,23.1,2023-07-15,Yes,2604450,2025-01-15,36,3,Non-creditworthy,1.77,0.56,Cooperative,5,74.5,3,No,N/A,0.97,Excellent,Mechanization Loan,589
LOAN_0001265,FARMER_05145,ENT_005145,1925000,16.3,2019-11-25,Yes,365750,2020-06-20,36,9,Non-creditworthy,0.74,0.79,Government Program,0,88.9,0,Yes,Market Loss,0.19,Poor,Input Loan,430
LOAN_0001266,FARMER_05147,ENT_005147,1825000,20.2,2024-04-28,No,0,,24,24,Creditworthy,0.53,0.43,Cooperative,1,64.7,3,No,N/A,0.0,None,Working Capital,673
LOAN_0001267,FARMER_05148,ENT_005148,135000,30.6,2021-05-11,Yes,0,,18,18,Non-creditworthy,0.78,0.6,Bank of Agriculture,1,78.0,5,No,N/A,0.0,None,Working Capital,588
LOAN_0001268,FARMER_05149,ENT_005149,135000,13.5,2017-02-27,Yes,67500,2018-04-11,24,20,Creditworthy,1.59,0.47,Informal Lender,3,66.0,2,No,N/A,0.5,Fair,Input Loan,749
LOAN_0001269,FARMER_05150,ENT_005150,1525000,31.7,2016-11-11,Yes,976000,2017-02-08,12,11,Non-creditworthy,5.45,0.72,Microfinance Bank,0,6.8,6,No,N/A,0.64,Fair,Land Expansion,457
LOAN_0001270,FARMER_05152,ENT_005152,1000000,22.8,2023-09-19,Yes,990000,2025-03-30,24,12,Creditworthy,1.53,0.65,Family/Friends,3,82.0,0,No,N/A,0.99,Excellent,Land Expansion,643
LOAN_0001271,FARMER_05154,ENT_005154,2205000,14.2,2023-07-19,No,242550,2023-12-04,6,4,Non-creditworthy,2.35,0.75,Commercial Bank,3,50.6,2,Yes,Diversion of Funds,0.11,Poor,Input Loan,746
LOAN_0001272,FARMER_05155,ENT_005155,265000,21.8,2023-09-26,No,257050,2024-08-03,18,3,Non-creditworthy,0.59,0.64,Microfinance Bank,2,79.1,5,No,N/A,0.97,Excellent,Storage Construction,495
LOAN_0001273,FARMER_05162,ENT_005162,3545000,13.1,2020-10-03,No,0,,12,3,Non-creditworthy,2.84,0.54,Informal Lender,1,53.5,2,No,N/A,0.0,None,Asset Acquisition,600
LOAN_0001274,FARMER_05164,ENT_005164,255000,12.8,2023-08-04,No,244800,2023-12-23,24,1,Creditworthy,0.79,0.71,Informal Lender,5,1.6,2,No,N/A,0.96,Excellent,Mechanization Loan,753
LOAN_0001275,FARMER_05181,ENT_005181,4655000,19.4,2023-06-19,No,4236050,2023-11-11,6,4,Creditworthy,4.16,0.7,Microfinance Bank,4,38.7,3,No,N/A,0.91,Good,Input Loan,794
LOAN_0001276,FARMER_05183,ENT_005183,1350000,5.5,2023-09-17,No,1161000,2024-02-11,18,1,Non-creditworthy,0.72,0.42,Microfinance Bank,5,59.9,4,No,N/A,0.86,Good,Working Capital,588
LOAN_0001277,FARMER_05187,ENT_005187,850000,12.8,2021-09-18,Yes,340000,2021-10-27,6,2,Non-creditworthy,0.94,0.5,Government Program,2,7.7,0,Yes,Pest Attack,0.4,Poor,Asset Acquisition,686
LOAN_0001278,FARMER_05191,ENT_005191,3060000,34.9,2021-10-19,No,1713600,2023-01-14,18,2,Non-creditworthy,1.21,0.67,Microfinance Bank,4,9.5,0,No,N/A,0.56,Fair,Storage Construction,833
LOAN_0001279,FARMER_05192,ENT_005192,170000,19.2,2016-05-04,No,0,,24,19,Non-creditworthy,0.75,0.61,Informal Lender,3,96.9,3,No,N/A,0.0,None,Asset Acquisition,798
LOAN_0001280,FARMER_05200,ENT_005200,10220000,24.3,2019-12-20,Yes,8891400,2021-05-19,24,12,Creditworthy,3.66,0.72,Government Program,3,57.0,4,No,N/A,0.87,Good,Mechanization Loan,583
LOAN_0001281,FARMER_05201,ENT_005201,260000,7.6,2018-03-15,Yes,124800,2018-11-06,36,22,Non-creditworthy,0.15,0.44,Bank of Agriculture,3,63.4,0,Yes,Policy Change,0.48,Poor,Working Capital,793
LOAN_0001282,FARMER_05206,ENT_005206,2335000,32.5,2023-10-03,No,840600,2024-05-03,36,19,Non-creditworthy,0.9,0.58,Microfinance Bank,4,5.0,6,Yes,Input Price Hike,0.36,Poor,Bundled Services Loan,595
LOAN_0001283,FARMER_05209,ENT_005209,500000,8.1,2022-11-10,No,460000,2023-01-21,6,2,Creditworthy,0.54,0.54,Bank of Agriculture,3,13.0,1,No,N/A,0.92,Good,Input Loan,519
LOAN_0001284,FARMER_05212,ENT_005212,8145000,26.1,2018-08-05,No,5945850,2018-09-28,6,1,Non-creditworthy,4.39,0.56,Informal Lender,2,71.0,4,No,N/A,0.73,Fair,Storage Construction,303
LOAN_0001285,FARMER_05213,ENT_005213,980000,6.4,2023-09-12,Yes,0,,6,1,Non-creditworthy,0.98,0.49,Family/Friends,1,21.2,5,No,N/A,0.0,None,Land Expansion,500
LOAN_0001286,FARMER_05214,ENT_005214,7780000,25.7,2015-11-14,Yes,7624400,2016-10-14,12,12,Non-creditworthy,2.89,0.55,Microfinance Bank,2,35.6,0,No,N/A,0.98,Excellent,Input Loan,818
LOAN_0001287,FARMER_05215,ENT_005215,1385000,14.3,2019-09-03,Yes,0,,6,2,Non-creditworthy,4.38,0.76,Microfinance Bank,4,10.0,5,No,N/A,0.0,None,Asset Acquisition,654
LOAN_0001288,FARMER_05216,ENT_005216,930000,19.4,2020-01-30,No,0,,18,13,Non-creditworthy,0.5,0.69,Cooperative,0,50.0,6,No,N/A,0.0,None,Asset Acquisition,708
LOAN_0001289,FARMER_05217,ENT_005217,2230000,21.5,2022-08-14,Yes,2051600,2024-05-06,36,20,Creditworthy,1.04,0.72,Informal Lender,1,80.0,0,No,N/A,0.92,Good,Asset Acquisition,360
LOAN_0001290,FARMER_05218,ENT_005218,1165000,11.6,2023-08-23,No,1048500,2025-05-07,36,19,Non-creditworthy,2.81,0.5,Microfinance Bank,0,38.6,1,No,N/A,0.9,Good,Working Capital,723
LOAN_0001291,FARMER_05221,ENT_005221,1650000,14.0,2024-03-20,Yes,181500,2025-02-23,18,10,Non-creditworthy,0.77,0.71,Family/Friends,1,41.3,0,Yes,Pest Attack,0.11,Poor,Input Loan,344
LOAN_0001292,FARMER_05222,ENT_005222,3225000,17.0,2018-02-03,Yes,935250,2018-10-11,12,9,Non-creditworthy,3.37,0.68,Bank of Agriculture,1,34.4,6,Yes,Low/Poor Yield,0.29,Poor,Asset Acquisition,429
LOAN_0001293,FARMER_05232,ENT_005232,230000,31.5,2023-05-12,Yes,89700,2023-11-05,18,14,Non-creditworthy,0.12,0.57,Bank of Agriculture,3,84.6,5,Yes,Drought/Flood,0.39,Poor,Asset Acquisition,718
LOAN_0001294,FARMER_05249,ENT_005249,510000,8.9,2022-02-25,Yes,382500,2023-08-16,24,14,Non-creditworthy,0.32,0.65,Bank of Agriculture,0,61.4,6,No,N/A,0.75,Fair,Land Expansion,456
LOAN_0001295,FARMER_05253,ENT_005253,1910000,23.3,2024-04-19,No,1833600,2024-09-01,6,6,Non-creditworthy,3.87,0.63,Cooperative,4,15.8,4,No,N/A,0.96,Excellent,Bundled Services Loan,535
LOAN_0001296,FARMER_05255,ENT_005255,195000,10.1,2016-11-26,Yes,56550,2018-03-26,36,30,Non-creditworthy,0.27,0.68,Cooperative,5,24.9,5,Yes,Market Loss,0.29,Poor,Land Expansion,461
LOAN_0001297,FARMER_05256,ENT_005256,1795000,12.3,2016-09-13,No,1777050,2017-02-22,6,5,Non-creditworthy,1.79,0.53,Bank of Agriculture,4,38.6,4,No,N/A,0.99,Excellent,Land Expansion,822
LOAN_0001298,FARMER_05263,ENT_005263,185000,34.3,2014-08-24,No,0,,18,7,Non-creditworthy,1.13,0.42,Commercial Bank,4,98.0,6,No,N/A,0.0,None,Bundled Services Loan,376
LOAN_0001299,FARMER_05264,ENT_005264,675000,30.2,2019-09-21,Yes,540000,2021-03-07,18,15,Non-creditworthy,0.33,0.59,Bank of Agriculture,1,62.8,5,No,N/A,0.8,Good,Input Loan,322
LOAN_0001300,FARMER_05266,ENT_005266,2210000,6.6,2015-09-14,No,1900600,2016-09-19,36,25,Creditworthy,0.96,0.74,Commercial Bank,5,44.0,3,No,N/A,0.86,Good,Asset Acquisition,373
LOAN_0001301,FARMER_05268,ENT_005268,285000,25.7,2018-10-27,Yes,279300,2019-09-10,24,7,Creditworthy,0.89,0.42,Informal Lender,2,78.2,3,No,N/A,0.98,Excellent,Asset Acquisition,482
LOAN_0001302,FARMER_05271,ENT_005271,4980000,23.2,2015-02-01,No,3535800,2016-01-18,12,7,Non-creditworthy,2.22,0.46,Bank of Agriculture,1,79.6,3,No,N/A,0.71,Fair,Processing Equipment,660
LOAN_0001303,FARMER_05277,ENT_005277,3455000,22.3,2017-08-14,Yes,898300,2018-06-08,12,9,Non-creditworthy,3.25,0.57,Microfinance Bank,1,58.4,2,Yes,Drought/Flood,0.26,Poor,Storage Construction,524
LOAN_0001304,FARMER_05292,ENT_005292,1520000,12.0,2023-05-29,Yes,0,,36,13,Non-creditworthy,1.08,0.59,Informal Lender,1,83.5,2,No,N/A,0.0,None,Bundled Services Loan,667
LOAN_0001305,FARMER_05299,ENT_005299,1440000,30.5,2019-12-02,No,0,,24,18,Creditworthy,1.87,0.78,Bank of Agriculture,4,72.5,2,No,N/A,0.0,None,Storage Construction,529
