state,age,gender,education,household_size,farm_size_hectares,primary_crop,secondary_crop,livestock_type,farming_experience_years,has_bank_account,uses_mobile_money,monthly_income_naira,off_farm_income_naira,utility_payment_score,monthly_mobile_spend_naira,has_smartphone,has_previous_loan,last_loan_amount_naira,loan_product_type,repaid_last_loan_on_time,has_default_history,cooperative_member,cooperative_repayment_rate_percent,last_utility_payment_date,last_rent_payment_date,social_media_usage,ecommerce_activity,total_income,income_per_capita,farm_size_category
Abia,39,Male,None,5,1.41,Oil Palm,Cotton,Goats,9,False,True,183658,16533,525,4199,True,False,0,None,False,False,True,94,2025-02-14,2025-05-04,Low,True,200191,40038.2,Small (1-5ha)
Kaduna,27,Male,None,12,8.62,Groundnut,Rice,Cattle,3,True,True,111181,14407,425,6956,True,False,0,None,False,False,True,75,2025-03-27,2025-04-10,Low,False,125588,10465.666666666666,Medium (5-10ha)
Abia,18,Male,Tertiary,10,9.21,Vegetables,Soybean,Fish Farming,0,False,True,81711,20557,751,7000,True,True,271076,Farm Inputs,True,False,False,0,2025-03-12,,High,False,102268,10226.8,Medium (5-10ha)
Bauchi,62,Female,None,11,6.53,Soybean,Rubber,Poultry,40,True,False,145484,13272,642,8638,True,False,0,None,False,False,True,97,2025-04-08,2025-04-28,Medium,False,158756,14432.363636363636,Medium (5-10ha)
Cross River,52,Male,None,8,6.53,Soybean,Millet,Fish Farming,12,True,False,97960,46326,672,8462,False,False,0,None,False,False,True,88,2025-03-09,2025-04-09,Medium,False,144286,18035.75,Medium (5-10ha)
Delta,65,Female,Secondary,4,2.4,Groundnut,Vegetables,Fish Farming,6,True,True,119611,21094,651,5522,True,False,0,None,False,False,True,90,2025-02-10,2025-03-16,Medium,False,140705,35176.25,Small (1-5ha)
Adamawa,25,Female,Primary,9,1.45,Sesame,Millet,Fish Farming,7,True,False,39821,14483,774,4988,True,True,99223,Mechanization Services,False,True,True,99,2025-03-29,2025-04-04,None,False,54304,6033.777777777777,Small (1-5ha)
Kaduna,18,Male,None,3,6.14,Yam,Millet,Fish Farming,0,False,False,9278,3126,473,2243,False,True,99250,Mechanization Services,True,False,False,0,2025-04-30,,None,True,12404,4134.666666666667,Medium (5-10ha)
Ogun,22,Female,Primary,5,9.01,Cowpea,Millet,Poultry,1,False,True,124588,52115,521,4183,False,False,0,None,False,False,False,0,2025-02-23,,High,True,176703,35340.6,Medium (5-10ha)
Ogun,43,Male,Primary,9,0.51,Cocoa,Maize,Sheep,2,False,True,191361,62989,312,9493,False,True,118411,Bundled Services,False,True,True,86,2025-05-04,2025-03-29,High,True,254350,28261.11111111111,Subsistence (<1ha)
Ekiti,29,Female,Secondary,8,3.32,Sesame,Oil Palm,Cattle,5,False,False,86591,6937,410,6273,True,False,0,None,False,False,False,0,2025-02-19,2025-04-03,Medium,False,93528,11691.0,Small (1-5ha)
Lagos,51,Female,Secondary,4,0.63,Maize,Tomato,Fish Farming,31,False,True,153349,65276,380,7383,True,True,72874,Bundled Services,True,False,False,0,2025-03-10,2025-05-02,Medium,False,218625,54656.25,Subsistence (<1ha)
Borno,60,Female,Tertiary,10,9.43,Cocoa,Millet,None,30,False,True,162673,27327,584,5516,True,True,149732,Bundled Services,True,False,False,0,2025-03-06,2025-03-07,High,False,190000,19000.0,Medium (5-10ha)
Imo,52,Male,None,11,7.57,Vegetables,Maize,Sheep,12,True,False,137890,6718,779,8707,False,True,45410,Bundled Services,True,False,False,0,2025-02-13,2025-04-16,Medium,False,144608,13146.181818181818,Medium (5-10ha)
Ogun,47,Female,None,6,7.39,Yam,Cotton,Pigs,14,False,True,142194,48422,416,573,True,False,0,None,False,False,True,89,2025-03-14,2025-04-11,Medium,False,190616,31769.333333333332,Medium (5-10ha)
Kebbi,54,Female,Secondary,8,8.02,Maize,Millet,Goats,11,True,True,177106,31312,530,2529,True,True,60737,Bundled Services,True,False,False,0,2025-05-03,2025-05-04,Low,False,208418,26052.25,Medium (5-10ha)
Anambra,23,Male,Primary,11,6.29,Vegetables,Rubber,Fish Farming,4,True,False,15411,4578,537,9865,False,False,0,None,False,False,True,77,2025-02-05,2025-04-30,High,False,19989,1817.1818181818182,Medium (5-10ha)
Lagos,51,Male,Secondary,1,1.54,Sesame,Groundnut,Pigs,20,False,True,6672,1668,582,1117,True,True,272428,Mechanization Services,False,True,True,83,2025-04-14,2025-04-01,Medium,False,8340,8340.0,Small (1-5ha)
Sokoto,57,Female,Primary,3,0.98,Cotton,Cocoa,Sheep,11,True,False,73086,9734,361,1947,False,True,176934,Bundled Services,False,True,False,0,2025-03-15,2025-04-15,High,False,82820,27606.666666666668,Subsistence (<1ha)
Ebonyi,47,Male,Primary,10,2.92,Sorghum,Rice,Cattle,20,False,False,47215,1855,512,1469,True,False,0,None,False,False,False,0,2025-04-07,2025-03-11,High,False,49070,4907.0,Small (1-5ha)
Rivers,58,Female,Secondary,8,7.15,Maize,Oil Palm,Pigs,23,False,True,148468,25837,597,705,True,True,48883,Farm Inputs,False,True,True,73,2025-05-02,2025-04-06,High,False,174305,21788.125,Medium (5-10ha)
Ekiti,40,Male,Primary,3,2.7,Rubber,Rice,Sheep,7,True,True,48083,11209,630,874,True,False,0,None,False,False,True,100,2025-03-14,2025-03-12,Low,False,59292,19764.0,Small (1-5ha)
Bauchi,18,Male,Primary,7,3.34,Millet,Tomato,Cattle,0,True,False,171332,38190,581,3105,True,False,0,None,False,False,True,96,2025-04-19,,None,False,209522,29931.714285714286,Small (1-5ha)
Ogun,60,Male,Tertiary,12,4.99,Cowpea,Sesame,Poultry,13,True,True,12591,4159,576,7190,True,True,348867,Bundled Services,True,False,True,100,2025-04-06,2025-04-09,Low,False,16750,1395.8333333333333,Small (1-5ha)
Kano,51,Female,Secondary,7,8.0,Cotton,Cassava,Cattle,8,False,False,156530,20625,785,6801,False,True,93118,Farm Inputs,False,True,False,0,2025-03-01,2025-03-26,None,False,177155,25307.85714285714,Medium (5-10ha)
Kaduna,33,Female,Primary,1,8.18,Cotton,None,Fish Farming,4,False,True,126542,45332,512,4087,False,False,0,None,False,False,False,0,2025-03-01,2025-04-30,Low,True,171874,171874.0,Medium (5-10ha)
Katsina,40,Male,Primary,2,2.4,Sorghum,Soybean,Pigs,16,True,False,30002,6321,543,7043,False,False,0,None,False,False,False,0,2025-04-04,2025-03-30,Medium,False,36323,18161.5,Small (1-5ha)
Akwa Ibom,18,Male,None,10,8.75,Oil Palm,Cowpea,Fish Farming,0,True,True,180958,25445,556,4895,False,False,0,None,False,False,False,0,2025-03-25,,High,False,206403,20640.3,Medium (5-10ha)
Ogun,44,Female,Secondary,8,0.75,Rice,None,Poultry,9,True,False,166099,60192,844,966,False,True,36552,Mechanization Services,False,True,False,0,2025-04-13,2025-04-03,None,False,226291,28286.375,Subsistence (<1ha)
Edo,31,Male,None,10,2.3,Cotton,Cassava,Sheep,5,True,False,164286,74987,465,8169,False,True,248444,Farm Inputs,True,False,True,100,2025-03-07,2025-04-28,Medium,False,239273,23927.3,Small (1-5ha)
Sokoto,40,Male,Secondary,1,9.78,Tomato,Rubber,Cattle,22,True,False,67819,3639,462,4969,True,False,0,None,False,False,True,77,2025-03-30,2025-03-11,High,False,71458,71458.0,Medium (5-10ha)
Benue,50,Female,None,7,7.13,Cowpea,Maize,Sheep,17,True,True,156290,50512,536,9359,False,True,207606,Farm Inputs,True,False,False,0,2025-04-19,2025-03-14,High,False,206802,29543.14285714286,Medium (5-10ha)
Kogi,35,Male,Secondary,7,1.93,Sesame,Maize,Sheep,16,False,True,147279,14121,362,6387,True,False,0,None,False,False,True,71,2025-04-20,2025-03-20,Low,False,161400,23057.14285714286,Small (1-5ha)
Plateau,23,Female,None,7,7.77,Cotton,Cowpea,Cattle,4,False,True,180423,19884,677,2090,True,False,0,None,False,False,True,71,2025-03-26,2025-04-23,High,False,200307,28615.285714285714,Medium (5-10ha)
Anambra,20,Female,Tertiary,2,9.7,Soybean,None,None,0,True,True,10601,2321,394,1769,True,False,0,None,False,False,False,0,2025-03-18,,High,False,12922,6461.0,Medium (5-10ha)
Kogi,33,Male,Secondary,7,2.73,Maize,Sorghum,Fish Farming,8,True,True,117301,49389,638,7243,True,True,359009,Mechanization Services,False,True,False,0,2025-03-11,2025-03-19,Low,False,166690,23812.85714285714,Small (1-5ha)
Imo,63,Male,Primary,10,7.55,Maize,Rice,Cattle,25,False,False,191216,37005,558,8027,True,True,387280,Bundled Services,True,False,False,0,2025-04-23,2025-05-03,Medium,False,228221,22822.1,Medium (5-10ha)
Ebonyi,22,Female,Tertiary,3,6.54,Sorghum,Cassava,Sheep,1,True,False,22052,5870,501,7561,False,False,0,None,False,False,True,74,2025-02-27,,None,True,27922,9307.333333333334,Medium (5-10ha)
Ondo,46,Male,Primary,6,0.84,Cotton,Cocoa,Cattle,3,True,False,61102,28884,381,2077,False,True,401357,Bundled Services,True,False,False,0,2025-03-16,2025-03-09,High,False,89986,14997.666666666666,Subsistence (<1ha)
Akwa Ibom,25,Female,Tertiary,1,2.93,Sesame,Cocoa,Sheep,0,False,True,68611,6497,314,5863,True,False,0,None,False,False,True,93,2025-02-13,2025-03-16,Low,False,75108,75108.0,Small (1-5ha)
Plateau,20,Female,Primary,7,7.51,Cowpea,Oil Palm,Goats,1,True,False,166581,68462,573,8672,False,True,159206,Mechanization Services,True,False,False,0,2025-04-25,,None,False,235043,33577.57142857143,Medium (5-10ha)
Borno,59,Male,Tertiary,5,6.24,Cotton,Cowpea,None,12,False,False,57786,18765,714,2990,False,False,0,None,False,False,True,79,2025-02-20,2025-04-24,Medium,True,76551,15310.2,Medium (5-10ha)
Kano,47,Male,Secondary,9,2.95,Cotton,Cocoa,Sheep,4,True,False,151068,48271,518,4169,False,True,64101,Mechanization Services,True,False,False,0,2025-02-14,2025-03-10,Medium,False,199339,22148.777777777777,Small (1-5ha)
Rivers,42,Female,Tertiary,11,6.97,Rubber,Maize,Cattle,23,True,True,72938,16262,730,3224,True,False,0,None,False,False,False,0,2025-03-04,2025-04-20,None,True,89200,8109.090909090909,Medium (5-10ha)
Rivers,38,Male,Secondary,3,7.19,Millet,Vegetables,Sheep,16,False,False,114622,15597,835,556,True,False,0,None,False,False,True,80,2025-03-13,2025-04-02,None,False,130219,43406.333333333336,Medium (5-10ha)
Plateau,22,Female,Secondary,9,5.79,Cotton,Rice,Fish Farming,2,False,False,72896,24466,620,6429,True,False,0,None,False,False,True,87,2025-04-15,,Low,False,97362,10818.0,Medium (5-10ha)
Jigawa,23,Female,None,6,5.22,Sorghum,Cassava,Cattle,0,True,False,163395,14539,772,3251,True,False,0,None,False,False,True,96,2025-04-13,2025-03-23,None,False,177934,29655.666666666668,Medium (5-10ha)
Bayelsa,21,Female,Primary,6,1.06,Groundnut,Vegetables,Sheep,0,True,True,37895,9070,535,9287,True,True,416495,Mechanization Services,True,False,True,81,2025-02-13,,None,False,46965,7827.5,Small (1-5ha)
Ekiti,23,Male,None,3,7.17,Millet,Rubber,Goats,3,False,False,82038,28473,510,5376,False,True,244330,Bundled Services,False,True,False,0,2025-03-05,2025-04-29,Low,False,110511,36837.0,Medium (5-10ha)
Zamfara,32,Female,None,12,5.52,Cowpea,None,Pigs,12,True,False,74347,19938,617,9926,False,True,352516,Farm Inputs,True,False,False,0,2025-04-17,2025-03-08,Low,True,94285,7857.083333333333,Medium (5-10ha)
Lagos,33,Male,None,8,3.07,Rice,Oil Palm,Sheep,3,False,True,62936,19364,768,1759,True,False,0,None,False,False,False,0,2025-04-16,2025-04-18,Medium,True,82300,10287.5,Small (1-5ha)
Imo,57,Female,Tertiary,11,9.47,Cotton,Oil Palm,Sheep,34,True,False,28882,4155,563,633,False,False,0,None,False,False,True,86,2025-02-18,2025-04-25,Low,True,33037,3003.3636363636365,Medium (5-10ha)
Nasarawa,39,Male,Primary,10,0.5,Sorghum,None,None,14,True,True,179434,86469,591,2472,True,False,0,None,False,False,True,79,2025-03-28,2025-04-17,High,True,265903,26590.3,Subsistence (<1ha)
Kano,46,Male,Tertiary,8,6.84,Sesame,Maize,None,22,False,True,98413,40256,639,5052,False,False,0,None,False,False,True,86,2025-02-19,2025-03-20,High,True,138669,17333.625,Medium (5-10ha)
Bauchi,55,Male,None,7,3.64,Sorghum,Rice,Sheep,0,False,False,168327,52648,494,7982,False,True,334849,Farm Inputs,True,False,True,88,2025-03-24,2025-04-12,High,False,220975,31567.85714285714,Small (1-5ha)
Ogun,25,Female,Tertiary,1,7.41,Tomato,Millet,Poultry,3,False,False,107965,16936,436,3481,True,True,51597,Bundled Services,True,False,False,0,2025-03-28,2025-03-22,Medium,False,124901,124901.0,Medium (5-10ha)
Bayelsa,34,Female,None,11,0.1,Cocoa,Maize,Fish Farming,6,True,True,156530,209,686,7063,True,False,0,None,False,False,True,71,2025-02-11,2025-03-21,Low,False,156739,14249.0,Subsistence (<1ha)
Oyo,57,Female,Secondary,5,2.35,Yam,Rice,Sheep,20,False,False,197936,20183,603,501,False,True,422502,Bundled Services,True,False,True,98,2025-04-22,2025-03-15,Medium,True,218119,43623.8,Small (1-5ha)
Gombe,56,Female,None,11,5.07,Rice,Groundnut,None,5,False,False,85084,21887,486,7888,True,False,0,None,False,False,True,92,2025-03-09,2025-03-24,High,False,106971,9724.636363636364,Medium (5-10ha)
Delta,61,Male,None,11,3.56,Sesame,Cotton,Pigs,32,True,True,31962,8040,716,872,False,False,0,None,False,False,False,0,2025-03-27,2025-03-20,None,False,40002,3636.5454545454545,Small (1-5ha)
Edo,36,Male,Tertiary,4,4.36,Millet,Sorghum,Goats,6,True,False,18142,5136,416,8265,True,True,398315,Mechanization Services,True,False,True,75,2025-04-04,2025-04-01,High,False,23278,5819.5,Small (1-5ha)
Enugu,31,Male,Tertiary,9,0.91,Yam,Tomato,Pigs,10,True,True,33756,9090,803,9817,False,False,0,None,False,False,False,0,2025-02-12,2025-03-19,Medium,True,42846,4760.666666666667,Subsistence (<1ha)
Niger,37,Female,None,7,2.35,Cocoa,None,Goats,2,True,True,10920,625,749,7875,False,True,217848,Bundled Services,False,True,True,84,2025-04-17,2025-04-28,Medium,False,11545,1649.2857142857142,Small (1-5ha)
Sokoto,59,Female,Tertiary,7,2.65,Soybean,None,Fish Farming,21,True,True,178614,17361,637,2307,False,True,448489,Mechanization Services,True,False,False,0,2025-03-14,2025-03-11,None,False,195975,27996.428571428572,Small (1-5ha)
Jigawa,45,Female,Primary,3,3.43,Vegetables,Sesame,Pigs,8,True,True,107635,52380,629,3279,True,False,0,None,False,False,True,86,2025-03-02,2025-04-26,High,True,160015,53338.333333333336,Small (1-5ha)
Abia,49,Female,None,5,0.42,Millet,Yam,Cattle,17,True,True,17809,4771,496,8681,True,False,0,None,False,False,True,96,2025-02-06,2025-04-30,High,False,22580,4516.0,Subsistence (<1ha)
Zamfara,65,Male,Tertiary,3,4.89,Cocoa,Cotton,Fish Farming,44,False,False,46982,17682,709,9957,False,False,0,None,False,False,True,91,2025-03-24,2025-05-04,Low,False,64664,21554.666666666668,Small (1-5ha)
Enugu,52,Female,None,10,7.88,Maize,Soybean,Poultry,31,False,False,135526,65905,434,5010,True,False,0,None,False,False,False,0,2025-03-02,2025-04-02,Medium,False,201431,20143.1,Medium (5-10ha)
Cross River,34,Male,Secondary,2,2.41,Rubber,Oil Palm,Cattle,13,True,True,7506,1066,707,8869,False,True,276632,Mechanization Services,True,False,True,71,2025-04-03,2025-05-04,Low,True,8572,4286.0,Small (1-5ha)
Benue,49,Female,Primary,8,7.68,Cotton,Cassava,Goats,17,True,False,12071,461,691,6446,True,True,27067,Bundled Services,False,True,True,83,2025-02-15,2025-04-19,None,False,12532,1566.5,Medium (5-10ha)
Osun,49,Male,None,10,0.3,Cocoa,None,Sheep,15,True,True,45417,17906,715,725,True,False,0,None,False,False,False,0,2025-03-07,2025-04-28,High,False,63323,6332.3,Subsistence (<1ha)
Katsina,33,Female,Primary,9,6.84,Groundnut,Sesame,None,14,True,True,106598,24783,804,6290,False,True,448096,Bundled Services,True,False,False,0,2025-05-02,2025-04-02,None,False,131381,14597.888888888889,Medium (5-10ha)
Ekiti,59,Male,None,6,5.04,Cowpea,Rubber,Sheep,5,True,False,72857,18997,557,888,False,False,0,None,False,False,False,0,2025-02-12,2025-03-19,High,False,91854,15309.0,Medium (5-10ha)
Edo,53,Male,Secondary,7,7.82,Cowpea,Sesame,Sheep,16,False,True,64490,21747,825,6978,True,True,353989,Bundled Services,True,False,False,0,2025-04-03,2025-03-16,High,False,86237,12319.57142857143,Medium (5-10ha)
Plateau,37,Female,None,12,0.72,Cocoa,Maize,Sheep,10,True,False,177730,6002,309,1292,True,False,0,None,False,False,True,97,2025-02-10,2025-03-12,Low,True,183732,15311.0,Subsistence (<1ha)
Kwara,23,Female,Tertiary,3,5.74,Millet,Oil Palm,Fish Farming,1,True,True,111448,35596,793,7541,False,False,0,None,False,False,False,0,2025-03-15,2025-04-10,None,False,147044,49014.666666666664,Medium (5-10ha)
Ondo,18,Male,Tertiary,10,6.04,Maize,None,Poultry,0,True,True,163906,70954,838,7557,False,True,398115,Mechanization Services,False,True,False,0,2025-04-24,,None,True,234860,23486.0,Medium (5-10ha)
Plateau,38,Female,None,4,6.93,Cassava,Sesame,Pigs,3,True,False,97408,15819,773,3735,False,False,0,None,False,False,True,77,2025-04-17,2025-04-26,None,False,113227,28306.75,Medium (5-10ha)
Delta,65,Male,Tertiary,6,6.13,Cassava,Rubber,Sheep,14,True,True,28400,12576,376,7783,False,False,0,None,False,False,False,0,2025-02-21,2025-04-23,Medium,False,40976,6829.333333333333,Medium (5-10ha)
Bayelsa,42,Female,None,1,9.53,Vegetables,Millet,Pigs,11,True,True,172622,54495,645,3994,False,True,475220,Mechanization Services,False,True,False,0,2025-02-11,2025-04-03,Medium,False,227117,227117.0,Medium (5-10ha)
Delta,34,Male,Primary,11,4.15,Sesame,Vegetables,Pigs,16,True,False,41600,4860,784,7090,True,False,0,None,False,False,True,83,2025-04-01,2025-03-30,High,True,46460,4223.636363636364,Small (1-5ha)
Adamawa,43,Male,None,5,0.41,Tomato,Rubber,Sheep,13,True,True,123719,37925,633,3124,False,False,0,None,False,False,False,0,2025-02-23,2025-03-13,High,False,161644,32328.8,Subsistence (<1ha)
Enugu,23,Female,Primary,8,1.03,Cotton,Vegetables,Fish Farming,1,True,True,124513,12058,550,926,False,False,0,None,False,False,False,0,2025-02-10,2025-03-20,High,False,136571,17071.375,Small (1-5ha)
Benue,29,Female,Primary,4,4.67,Maize,Soybean,Cattle,3,True,True,66717,8556,575,6135,True,True,428618,Bundled Services,False,True,False,0,2025-04-20,2025-04-27,Medium,False,75273,18818.25,Small (1-5ha)
Anambra,32,Female,None,8,3.76,Millet,Rubber,None,10,True,False,17987,2381,381,9752,False,False,0,None,False,False,True,77,2025-03-31,2025-03-17,None,True,20368,2546.0,Small (1-5ha)
Enugu,26,Male,None,8,0.36,Rice,Cocoa,Poultry,0,False,True,13140,5654,678,2147,True,False,0,None,False,False,False,0,2025-03-12,2025-04-09,Medium,False,18794,2349.25,Subsistence (<1ha)
Borno,45,Female,Tertiary,9,4.3,Sorghum,Soybean,Poultry,14,False,False,54551,25552,569,877,True,False,0,None,False,False,True,98,2025-04-17,2025-03-16,Medium,True,80103,8900.333333333334,Small (1-5ha)
Sokoto,37,Male,Tertiary,10,8.94,Sorghum,Soybean,Pigs,4,True,False,40400,2597,540,9149,False,True,206697,Farm Inputs,False,True,True,73,2025-03-15,2025-04-29,Low,False,42997,4299.7,Medium (5-10ha)
Rivers,23,Female,Primary,1,4.23,Vegetables,Rubber,Poultry,1,True,True,187986,29682,610,4779,True,True,296515,Farm Inputs,True,False,False,0,2025-04-17,2025-03-12,Medium,False,217668,217668.0,Small (1-5ha)
Taraba,59,Female,Secondary,3,4.39,Millet,Yam,Poultry,8,False,False,12745,3046,435,3517,False,True,388085,Farm Inputs,False,True,True,83,2025-04-15,2025-04-30,None,True,15791,5263.666666666667,Small (1-5ha)
Taraba,22,Male,None,4,5.58,Maize,Rice,Pigs,3,True,True,59529,20284,694,8757,False,False,0,None,False,False,True,81,2025-03-13,,Low,False,79813,19953.25,Medium (5-10ha)
Ogun,51,Female,Secondary,5,7.71,Millet,Maize,None,3,False,True,16244,230,398,8519,False,True,57806,Mechanization Services,True,False,True,85,2025-03-08,2025-04-10,High,True,16474,3294.8,Medium (5-10ha)
Jigawa,48,Male,Tertiary,12,6.05,Groundnut,Sesame,Fish Farming,2,True,True,122563,22933,756,2904,True,False,0,None,False,False,False,0,2025-03-08,2025-04-08,High,False,145496,12124.666666666666,Medium (5-10ha)
Kaduna,19,Female,Primary,3,2.63,Sorghum,None,Cattle,0,False,True,95556,25894,800,1269,True,True,301490,Mechanization Services,True,False,True,86,2025-04-19,,High,False,121450,40483.333333333336,Small (1-5ha)
Gombe,39,Female,Primary,7,5.22,Yam,Maize,Pigs,8,True,False,71932,29295,390,1746,True,True,312231,Bundled Services,True,False,True,71,2025-02-08,2025-04-05,Low,True,101227,14461.0,Medium (5-10ha)
Adamawa,36,Male,None,11,9.39,Sorghum,Cowpea,Cattle,3,True,True,69223,3605,435,1205,True,False,0,None,False,False,True,87,2025-02-27,2025-04-07,High,False,72828,6620.727272727273,Medium (5-10ha)
Kogi,31,Male,Tertiary,10,3.15,Sesame,Cowpea,None,8,False,False,71209,10230,721,9334,True,True,193584,Farm Inputs,True,False,False,0,2025-02-24,2025-04-21,High,False,81439,8143.9,Small (1-5ha)
Jigawa,33,Female,Tertiary,8,9.67,Soybean,Millet,Poultry,9,True,True,199849,63721,444,3570,True,True,174777,Mechanization Services,True,False,True,78,2025-05-05,2025-03-26,High,False,263570,32946.25,Medium (5-10ha)
Anambra,57,Male,None,4,4.27,Oil Palm,Millet,Pigs,38,False,True,38541,5959,847,9107,False,False,0,None,False,False,False,0,2025-04-19,2025-04-06,Low,False,44500,11125.0,Small (1-5ha)
Bauchi,37,Female,Secondary,2,7.95,Cocoa,Yam,Pigs,5,False,False,54782,21989,484,5559,False,False,0,None,False,False,True,76,2025-03-25,2025-04-08,None,False,76771,38385.5,Medium (5-10ha)
Kaduna,35,Male,Tertiary,8,0.36,Tomato,Cowpea,Poultry,6,False,False,27980,5816,530,4600,False,True,313464,Mechanization Services,True,False,True,91,2025-04-15,2025-04-07,None,True,33796,4224.5,Subsistence (<1ha)
Gombe,27,Male,Tertiary,9,2.4,Sorghum,Vegetables,Goats,7,True,False,63359,11986,666,3958,True,False,0,None,False,False,False,0,2025-02-10,2025-04-03,Low,True,75345,8371.666666666666,Small (1-5ha)
Adamawa,42,Male,None,5,8.82,Rubber,Oil Palm,Fish Farming,13,True,True,141618,4462,390,6861,False,False,0,None,False,False,True,73,2025-03-12,2025-04-22,Medium,False,146080,29216.0,Medium (5-10ha)
Plateau,62,Female,None,8,2.12,Cotton,Sorghum,Sheep,16,True,False,33276,9534,559,855,True,True,367615,Mechanization Services,True,False,True,77,2025-03-26,2025-04-17,High,False,42810,5351.25,Small (1-5ha)
Ekiti,50,Female,Primary,5,1.16,Millet,Tomato,Poultry,11,True,True,138822,64267,800,589,False,True,400442,Mechanization Services,True,False,False,0,2025-02-14,2025-04-27,None,False,203089,40617.8,Small (1-5ha)
Bauchi,51,Male,Primary,7,1.23,Cowpea,Cotton,Fish Farming,32,False,True,156283,41133,743,9297,False,True,227260,Mechanization Services,True,False,True,99,2025-02-28,2025-04-12,Low,True,197416,28202.285714285714,Small (1-5ha)
Jigawa,58,Female,Secondary,7,5.13,Tomato,Cocoa,Pigs,19,True,True,170780,1057,764,3786,True,False,0,None,False,False,True,90,2025-03-20,2025-04-22,Low,False,171837,24548.14285714286,Medium (5-10ha)
Enugu,62,Female,None,5,2.65,Cocoa,Vegetables,Sheep,22,True,True,40741,16161,731,3687,True,False,0,None,False,False,True,80,2025-03-11,2025-03-10,Medium,False,56902,11380.4,Small (1-5ha)
Zamfara,23,Male,Secondary,9,6.35,Cowpea,Rice,Poultry,3,False,False,171124,70637,735,949,True,True,193180,Bundled Services,True,False,True,81,2025-05-03,2025-03-18,Low,False,241761,26862.333333333332,Medium (5-10ha)
Kano,59,Female,None,6,4.71,Groundnut,Sorghum,Poultry,27,False,True,19523,9749,317,2837,True,False,0,None,False,False,True,80,2025-04-04,2025-03-12,Medium,False,29272,4878.666666666667,Small (1-5ha)
Ekiti,63,Male,Primary,3,9.25,Sorghum,Oil Palm,Pigs,44,False,False,75532,14092,429,9125,True,True,146084,Farm Inputs,False,True,True,95,2025-03-18,2025-03-11,Medium,False,89624,29874.666666666668,Medium (5-10ha)
Lagos,21,Male,Tertiary,12,6.56,Cowpea,Rubber,Pigs,1,False,False,15648,6341,525,7898,True,False,0,None,False,False,True,93,2025-03-25,,None,False,21989,1832.4166666666667,Medium (5-10ha)
Abia,18,Female,Secondary,12,1.86,Maize,Cocoa,Poultry,0,False,False,186038,79186,324,9369,True,False,0,None,False,False,True,93,2025-03-30,,High,True,265224,22102.0,Small (1-5ha)
Cross River,39,Female,Secondary,3,2.7,Cotton,Groundnut,None,21,True,True,141944,56070,425,7105,False,True,236443,Mechanization Services,False,True,False,0,2025-03-09,2025-04-07,High,False,198014,66004.66666666667,Small (1-5ha)
Kebbi,52,Female,Secondary,6,5.93,Tomato,Sesame,Pigs,30,False,True,195435,25959,472,8713,True,True,119997,Mechanization Services,True,False,True,84,2025-03-09,2025-03-16,Low,False,221394,36899.0,Medium (5-10ha)
Anambra,59,Female,Primary,4,1.52,Cocoa,Maize,Poultry,32,True,False,33452,15519,555,1747,True,False,0,None,False,False,True,87,2025-04-24,2025-03-09,Medium,False,48971,12242.75,Small (1-5ha)
Zamfara,43,Male,Secondary,10,2.24,Maize,Cassava,Fish Farming,17,True,False,194318,64594,823,5419,True,False,0,None,False,False,True,72,2025-02-22,2025-03-19,None,False,258912,25891.2,Small (1-5ha)
Cross River,20,Female,Secondary,2,1.04,Cassava,Tomato,Poultry,0,True,False,143174,40356,627,3825,True,False,0,None,False,False,False,0,2025-03-02,,Low,False,183530,91765.0,Small (1-5ha)
Osun,60,Female,Primary,8,3.0,Cocoa,Tomato,Fish Farming,41,False,True,103730,7904,735,6274,True,True,121056,Mechanization Services,False,True,True,93,2025-02-05,2025-03-24,None,True,111634,13954.25,Small (1-5ha)
Sokoto,27,Male,Secondary,7,7.59,Yam,Soybean,Sheep,5,True,False,67687,14852,468,2444,True,True,251957,Mechanization Services,True,False,True,72,2025-02-28,2025-03-27,Medium,False,82539,11791.285714285714,Medium (5-10ha)
Taraba,52,Female,Primary,12,9.27,Sesame,Cassava,Pigs,25,True,True,39966,12870,722,962,False,False,0,None,False,False,False,0,2025-03-11,2025-03-27,None,True,52836,4403.0,Medium (5-10ha)
Kogi,26,Male,Secondary,1,3.32,Tomato,Vegetables,Fish Farming,4,True,True,19432,5398,612,5718,True,False,0,None,False,False,True,76,2025-03-23,2025-03-09,Low,False,24830,24830.0,Small (1-5ha)
Bauchi,42,Male,Tertiary,5,9.81,Cotton,Rubber,Cattle,13,True,True,32571,9201,505,2470,False,True,334959,Farm Inputs,True,False,False,0,2025-02-16,2025-04-23,High,False,41772,8354.4,Medium (5-10ha)
Kebbi,31,Female,Secondary,1,1.14,Oil Palm,Cowpea,Fish Farming,6,False,True,112375,28692,570,9281,True,True,113074,Bundled Services,True,False,True,80,2025-02-17,2025-03-08,Low,False,141067,141067.0,Small (1-5ha)
Rivers,50,Male,None,9,4.87,Rubber,Vegetables,Sheep,11,True,True,90979,11544,483,3849,True,False,0,None,False,False,True,70,2025-02-05,2025-04-14,High,True,102523,11391.444444444445,Small (1-5ha)
