farmer_id,age,gender,education_level_years,education_category,marital_status,household_size,state,off_farm_income_ngn,farming_experience_years,farm_size_ha,primary_enterprise,annual_farm_income_ngn,operating_expenditure_ngn,value_farm_assets_ngn,cooperative_member,requests_loan,loan_amount_requested_ngn,loan_purpose,interest_rate_annual_perc,loan_tenure_months,disbursement_lag_days,loan_supervision_visits,utility_payment_timeliness,rent_payment_timeliness,phone_bill_timeliness,value_chain_platform_registered,years_on_platform,marketplace_sales_ngn_last_year,soil_type_known,uses_irrigation,pest_disease_control_method,yield_rating_score_1_10,yield_consistency_rating,post_harvest_loss_perc,smartphone_owner,mobile_money_usage_frequency,active_on_agri_forums,distance_to_market_km,distance_to_lender_km,simulated_creditworthiness_score,loan_repayment_status
FARMER_3042,39,Male,12,Secondary Complete,Married,9,Kwara,0.0,23,9.38,Rice,1574237.94,962919.19,2044839.66,True,True,210000.0,Mechanization Loan,12.19,24,65,1,Excellent,Good,Poor,False,0,0.0,False,False,Integrated Pest Management,5,High,39.56,True,Weekly,True,48.8,88.6,4.0,Defaulted
FARMER_3043,31,Male,3,Primary Incomplete,Married,11,Rivers,183918.47,15,3.33,Cassava,606870.75,422844.9,1638847.81,False,True,1620000.0,Bundled Services Loan,34.84,3,15,2,Excellent,Excellent,Good,True,5,92361.55,True,False,Traditional,4,Medium,24.89,True,Rarely,False,63.3,130.8,5.0,Partially Repaid
FARMER_3044,65,Male,6,Primary Complete,Single,9,Lagos,0.0,20,8.1,Vegetables,1808599.48,1124478.94,5818148.5,True,True,1430000.0,Input Loan,18.16,12,19,5,Excellent,N/A,Excellent,False,0,0.0,True,False,None,3,Low,21.11,True,Rarely,False,1.6,26.5,4.0,Partially Repaid
FARMER_3045,45,Male,12,Secondary Complete,Married,4,Osun,0.0,29,9.84,Millet,731255.8,492893.51,2681013.3,True,True,630000.0,Input Loan,15.0,3,17,0,Good,Excellent,Excellent,True,3,90074.01,False,False,Integrated Pest Management,6,High,11.36,True,Daily,False,48.2,147.0,7.0,Fully Repaid
FARMER_3046,47,Male,0,None,Married,11,Lagos,0.0,18,7.99,Rice,1039291.22,433071.91,3031137.94,False,True,440000.0,Input Loan,16.11,6,32,0,Fair,Excellent,Poor,True,2,593445.0,True,False,Modern Chemical,7,High,17.43,True,Weekly,False,51.5,54.4,4.0,Fully Repaid
FARMER_3047,34,Male,3,Primary Incomplete,Married,12,Zamfara,249047.76,18,1.39,Cocoa,446712.18,224914.41,989640.69,True,False,0.0,N/A,0.0,0,0,0,Good,Poor,Fair,False,0,0.0,False,False,Modern Chemical,7,Medium,28.41,False,Never,False,59.8,0.0,,N/A
FARMER_3048,59,Female,12,Secondary Complete,Married,6,Kwara,0.0,30,3.81,Cassava,622236.61,311958.06,1463716.65,False,True,1030000.0,Bundled Services Loan,15.44,12,26,2,Fair,Good,Fair,False,0,0.0,True,False,Modern Chemical,7,High,39.01,False,Never,False,33.5,69.0,2.0,Fully Repaid
FARMER_3049,48,Female,18,Masters/PhD,Married,8,Bayelsa,0.0,22,4.78,Yam,978728.92,668201.79,2810597.19,False,True,300000.0,Bundled Services Loan,20.82,3,14,3,Fair,Fair,Poor,False,0,0.0,True,False,None,4,Low,12.57,True,Never,True,30.1,115.0,1.0,Partially Repaid
FARMER_3050,46,Male,6,Primary Complete,Married,4,Kaduna,208170.6,17,5.43,Maize,704916.75,487152.13,1486590.84,False,True,690000.0,Input Loan,16.81,12,76,4,Fair,Poor,Good,True,0,0.0,True,False,Integrated Pest Management,7,High,38.61,True,Weekly,False,18.5,123.7,1.0,Defaulted
FARMER_3051,37,Female,12,Secondary Complete,Single,15,Ondo,0.0,11,1.48,Oil Palm,341139.73,250894.07,878678.55,True,False,0.0,N/A,0.0,0,0,0,Fair,Good,Fair,True,3,77374.75,True,True,Modern Chemical,6,Low,24.77,True,Weekly,False,28.7,0.0,,N/A
FARMER_3052,28,Female,0,None,Married,10,Oyo,0.0,12,6.67,Cassava,953973.5,566110.11,2347249.29,True,True,1130000.0,Input Loan,24.63,12,43,3,Poor,Good,Poor,True,0,0.0,True,False,Organic,5,High,30.11,True,Weekly,False,22.4,35.8,2.0,Fully Repaid
FARMER_3053,33,Male,0,None,Single,6,Taraba,249878.58,13,7.94,Cassava,1376873.48,1045360.67,2803400.15,False,True,1210000.0,Input Loan,27.45,9,67,0,Excellent,Excellent,Excellent,False,0,0.0,True,False,Integrated Pest Management,5,High,34.92,False,Never,False,24.5,64.8,4.0,Defaulted
FARMER_3054,53,Male,3,Primary Incomplete,Married,8,Abia,273275.02,27,33.87,Cocoa,8615871.63,4674118.49,16992232.66,True,True,1500000.0,Working Capital,18.53,6,64,3,Good,Fair,Good,False,0,0.0,True,False,Integrated Pest Management,6,Low,17.91,True,Monthly,False,16.9,14.3,4.0,Partially Repaid
FARMER_3055,37,Male,16,HND/BSc,Single,9,Edo,145654.66,13,7.52,Rice,1063909.07,525832.2,2321556.48,False,False,0.0,N/A,0.0,0,0,0,Fair,Excellent,Fair,False,0,0.0,True,False,Organic,4,High,31.26,False,Never,False,1.1,0.0,,N/A
FARMER_3056,32,Male,6,Primary Complete,Married,11,Yobe,86261.62,8,2.95,Oil Palm,756919.86,492998.3,1807986.95,True,False,0.0,N/A,0.0,0,0,0,Fair,Fair,Fair,True,3,65135.95,False,False,Organic,5,High,28.67,True,Weekly,False,54.2,0.0,,N/A
FARMER_3057,50,Male,14,OND/NCE,Married,9,Borno,0.0,9,4.4,Vegetables,934341.58,397150.61,1394335.01,True,True,1960000.0,Input Loan,28.96,24,18,5,Poor,Fair,Fair,False,0,0.0,False,False,Integrated Pest Management,6,Low,35.68,True,Weekly,False,56.3,13.3,2.0,Fully Repaid
FARMER_3058,27,Male,3,Primary Incomplete,Married,8,Kwara,0.0,11,7.07,Cassava,1273115.31,659950.39,3004906.39,False,True,1730000.0,Input Loan,14.86,24,42,5,Poor,Good,Excellent,True,3,726683.88,True,True,Integrated Pest Management,7,Low,21.81,True,Monthly,False,37.5,86.7,4.0,Fully Repaid
FARMER_3059,50,Male,6,Primary Complete,Single,4,Bayelsa,0.0,32,1.19,Sorghum,162573.59,68268.06,341758.77,False,False,0.0,N/A,0.0,0,0,0,Poor,N/A,Good,True,5,108964.98,True,False,None,5,Medium,22.13,False,Never,False,37.6,0.0,,N/A
FARMER_3060,48,Female,3,Primary Incomplete,Married,10,Yobe,0.0,32,0.53,Oil Palm,148864.41,95433.52,201533.06,False,False,0.0,N/A,0.0,0,0,0,Poor,N/A,Good,False,0,0.0,False,False,Integrated Pest Management,7,Medium,30.59,False,Never,False,57.9,0.0,,N/A
FARMER_3061,64,Female,12,Secondary Complete,Single,6,Ebonyi,38557.03,36,6.95,Poultry,2624314.86,1908394.9,7144832.25,False,True,1340000.0,Input Loan,23.35,18,66,2,Poor,Good,Excellent,True,2,184180.57,False,False,Integrated Pest Management,5,Medium,20.31,False,Never,False,16.6,27.7,6.0,Fully Repaid
FARMER_3062,62,Female,9,Secondary Incomplete,Married,5,Imo,212605.19,33,6.06,Sorghum,752366.77,362497.23,1589734.92,False,False,0.0,N/A,0.0,0,0,0,Poor,N/A,Excellent,False,0,0.0,True,False,Traditional,6,Low,5.15,True,Monthly,False,55.2,0.0,,N/A
FARMER_3063,20,Female,0,None,Single,10,Nasarawa,0.0,4,5.06,Goats/Sheep,1089407.62,804214.96,2158700.91,True,False,0.0,N/A,0.0,0,0,0,Poor,Poor,Good,False,0,0.0,True,False,Integrated Pest Management,6,Low,25.01,True,Weekly,False,27.5,0.0,,N/A
FARMER_3064,55,Female,6,Primary Complete,Single,6,Zamfara,0.0,7,12.59,Cassava,2275336.68,1573356.84,4596908.69,False,True,1130000.0,Working Capital,14.55,3,51,3,Fair,Excellent,Fair,False,0,0.0,True,False,Traditional,4,Medium,30.57,False,Never,False,67.5,57.0,0.0,Defaulted
FARMER_3065,59,Female,0,None,Married,11,Plateau,0.0,1,6.85,Aquaculture,3425065.53,2173676.31,10043286.8,True,True,1290000.0,Bundled Services Loan,25.13,6,36,3,Fair,Good,Good,False,0,0.0,True,False,Traditional,5,Low,22.52,True,Weekly,False,41.7,119.7,1.0,Partially Repaid
FARMER_3066,52,Female,3,Primary Incomplete,Married,12,Kano,0.0,12,2.93,Oil Palm,723133.7,533234.59,1588116.52,False,True,1470000.0,Bundled Services Loan,20.04,3,11,5,Good,Poor,Fair,True,5,532868.93,False,False,None,5,Low,13.4,True,Daily,False,56.8,149.3,3.0,Fully Repaid
FARMER_3067,50,Female,0,None,Married,6,Benue,0.0,34,5.81,Vegetables,1014849.53,555823.09,3180318.01,False,False,0.0,N/A,0.0,0,0,0,Fair,N/A,Excellent,False,0,0.0,True,False,Integrated Pest Management,7,Low,26.76,True,Monthly,False,55.0,0.0,,N/A
FARMER_3068,25,Female,0,None,Single,11,Delta,0.0,9,3.52,Aquaculture,1939083.08,1337173.79,5278251.48,True,True,450000.0,Land Expansion,23.18,12,28,3,Excellent,Excellent,Fair,False,0,0.0,False,False,Traditional,4,Medium,21.22,True,Weekly,False,16.8,149.9,4.0,Partially Repaid
FARMER_3069,23,Male,16,HND/BSc,Single,2,Nasarawa,0.0,7,2.93,Oil Palm,557434.48,243798.85,797950.95,True,True,730000.0,Asset Acquisition,30.39,12,56,1,Fair,Excellent,Fair,False,0,0.0,True,True,Organic,5,High,37.49,True,Weekly,False,10.8,51.0,2.0,Defaulted
FARMER_3070,39,Female,9,Secondary Incomplete,Married,6,Benue,209631.7,1,5.18,Poultry,2898490.92,1803582.46,7879602.0,False,True,230000.0,Mechanization Loan,32.93,12,78,3,Fair,Excellent,Poor,False,0,0.0,True,False,Integrated Pest Management,5,Low,11.41,True,Rarely,False,51.7,49.7,0.0,Defaulted
FARMER_3071,33,Male,0,None,Married,12,Kano,0.0,3,3.2,Poultry,1740459.27,1154405.27,4506233.79,False,True,220000.0,Mechanization Loan,19.52,18,20,0,Poor,Excellent,Poor,True,5,190861.28,False,False,Traditional,6,High,32.97,False,Never,False,17.8,145.5,2.0,Fully Repaid
FARMER_3072,50,Female,18,Masters/PhD,Widowed,13,Edo,47844.07,11,3.19,Yam,704925.18,510020.24,2137558.01,True,True,1280000.0,Bundled Services Loan,21.49,24,72,3,Excellent,Excellent,Poor,False,0,0.0,False,False,Modern Chemical,7,Low,37.48,True,Weekly,False,14.7,52.3,4.0,Defaulted
FARMER_3073,23,Female,6,Primary Complete,Single,1,Borno,0.0,7,9.61,Aquaculture,2445891.35,1443689.89,7394715.75,True,True,1320000.0,Land Expansion,23.17,24,68,3,Fair,Good,Fair,False,0,0.0,True,False,Organic,4,High,39.33,True,Monthly,False,69.1,127.9,2.0,Fully Repaid
FARMER_3074,54,Male,6,Primary Complete,Married,12,Jigawa,88327.12,21,3.25,Maize,459590.42,356649.94,1402682.75,False,True,1490000.0,Bundled Services Loan,33.64,3,64,1,Excellent,Good,Fair,False,0,0.0,False,False,Modern Chemical,7,Low,37.83,True,Rarely,False,35.4,94.3,0.0,Partially Repaid
FARMER_3075,31,Male,16,HND/BSc,Married,3,Rivers,0.0,4,6.44,Aquaculture,2142337.77,1426876.18,2560322.34,False,False,0.0,N/A,0.0,0,0,0,Good,Fair,Fair,True,3,1211187.92,False,False,Organic,5,High,22.53,True,Daily,False,15.7,0.0,,N/A
FARMER_3076,22,Male,0,None,Married,2,Rivers,0.0,6,6.67,Cocoa,1828278.64,825079.24,2915792.87,False,True,120000.0,Mechanization Loan,15.92,6,74,1,Poor,Fair,Excellent,False,0,0.0,True,False,None,5,Medium,22.45,True,Monthly,False,6.8,139.8,3.0,Partially Repaid
FARMER_3077,54,Female,3,Primary Incomplete,Married,15,Edo,0.0,20,3.02,Oil Palm,683001.07,424467.28,1561788.62,False,True,1690000.0,Asset Acquisition,29.6,9,47,3,Excellent,N/A,Poor,False,0,0.0,True,False,Traditional,6,Low,38.37,False,Never,False,45.1,64.1,1.0,Defaulted
FARMER_3078,30,Female,6,Primary Complete,Married,8,Lagos,0.0,6,7.91,Cocoa,2460344.56,1774976.57,4479887.32,False,True,1590000.0,Mechanization Loan,19.21,24,70,0,Good,Excellent,Poor,False,0,0.0,True,False,Modern Chemical,6,High,19.5,True,Rarely,False,32.7,108.5,2.0,Partially Repaid
FARMER_3079,31,Female,6,Primary Complete,Married,12,Akwa Ibom,287506.5,15,5.87,Vegetables,972079.04,748786.76,1989104.32,True,True,1870000.0,Working Capital,13.93,9,69,4,Fair,Good,Good,False,0,0.0,True,False,Integrated Pest Management,5,High,11.66,False,Never,False,47.9,20.1,3.0,Fully Repaid
FARMER_3080,24,Male,12,Secondary Complete,Married,5,Enugu,0.0,8,0.98,Sorghum,105034.62,56159.26,361388.85,True,False,0.0,N/A,0.0,0,0,0,Excellent,Poor,Excellent,False,0,0.0,False,False,Organic,6,Low,22.87,True,Monthly,False,56.8,0.0,,N/A
FARMER_3081,60,Female,6,Primary Complete,Married,12,Jigawa,0.0,26,6.94,Vegetables,1473360.91,967546.68,1917221.56,False,False,0.0,N/A,0.0,0,0,0,Poor,Excellent,Excellent,False,0,0.0,True,True,Integrated Pest Management,6,Medium,36.56,False,Never,False,3.4,0.0,,N/A
FARMER_3082,47,Female,0,None,Married,14,Cross River,274735.52,2,1.11,Goats/Sheep,432754.16,289026.45,1292537.37,False,True,1510000.0,Mechanization Loan,29.38,3,18,1,Fair,Fair,Excellent,False,0,0.0,True,False,Integrated Pest Management,7,Medium,32.08,True,Monthly,False,68.4,108.3,1.0,Defaulted
FARMER_3083,44,Female,12,Secondary Complete,Married,6,Edo,201152.68,5,0.48,Cassava,77184.25,42231.05,236293.03,True,True,1730000.0,Land Expansion,19.32,9,18,4,Poor,Poor,Poor,False,0,0.0,True,False,Organic,4,Medium,18.66,True,Weekly,False,24.3,129.6,4.0,Partially Repaid
FARMER_3084,59,Male,9,Secondary Incomplete,Married,15,Katsina,178820.02,39,5.43,Cocoa,1170380.59,751856.52,2733237.22,False,True,1920000.0,Mechanization Loan,29.88,6,70,5,Fair,Good,Good,False,0,0.0,True,False,Modern Chemical,7,Low,9.41,True,Weekly,False,52.4,146.9,1.0,Defaulted
FARMER_3085,30,Male,12,Secondary Complete,Divorced,9,Plateau,0.0,14,3.4,Cassava,653653.13,453920.87,1802197.93,False,True,1260000.0,Mechanization Loan,22.07,12,26,0,Good,Excellent,Good,True,1,154200.74,False,False,Traditional,4,High,11.73,True,Monthly,False,19.4,25.8,5.0,Fully Repaid
FARMER_3086,29,Male,14,OND/NCE,Single,14,Kwara,0.0,13,0.36,Poultry,153186.21,92480.45,184847.31,False,True,1240000.0,Bundled Services Loan,13.56,18,35,1,Excellent,N/A,Good,False,0,0.0,True,False,None,4,High,27.33,True,Never,False,6.8,122.9,3.0,Defaulted
FARMER_3087,36,Female,12,Secondary Complete,Married,7,Gombe,0.0,20,4.87,Vegetables,945659.32,392067.26,1560645.15,False,False,0.0,N/A,0.0,0,0,0,Fair,N/A,Poor,False,0,0.0,False,True,Modern Chemical,6,Low,29.19,True,Never,False,25.4,0.0,,N/A
FARMER_3088,39,Female,9,Secondary Incomplete,Married,15,Gombe,46531.35,17,8.69,Aquaculture,3833965.12,2194928.9,8680735.36,False,True,1240000.0,Working Capital,17.71,9,34,1,Good,N/A,Poor,False,0,0.0,False,False,Integrated Pest Management,6,High,30.15,True,Weekly,False,46.4,47.4,3.0,Fully Repaid
FARMER_3089,58,Female,12,Secondary Complete,Married,3,Kebbi,80585.14,1,7.13,Cocoa,2270960.61,1220479.6,3333311.04,True,True,290000.0,Mechanization Loan,24.44,12,85,1,Good,N/A,Poor,True,2,1737035.47,False,False,Organic,5,Medium,29.52,True,Weekly,False,36.7,28.1,8.0,Partially Repaid
FARMER_3090,44,Male,12,Secondary Complete,Married,3,Kogi,276080.07,17,6.13,Vegetables,1305130.23,632657.61,2378666.08,False,True,380000.0,Asset Acquisition,27.06,9,47,1,Excellent,Fair,Fair,True,0,0.0,True,False,Traditional,6,Low,15.11,True,Monthly,False,7.0,73.7,5.0,Fully Repaid
FARMER_3091,31,Male,16,HND/BSc,Married,3,Osun,0.0,4,1.48,Poultry,720257.22,398133.07,1186083.29,False,True,700000.0,Land Expansion,30.49,9,9,3,Poor,Fair,Good,False,0,0.0,True,False,Organic,4,Medium,7.76,True,Daily,False,25.6,109.7,2.0,Partially Repaid
FARMER_3092,55,Female,12,Secondary Complete,Married,5,Ebonyi,0.0,28,4.72,Aquaculture,3186868.49,2224234.69,5394054.92,True,True,1700000.0,Mechanization Loan,23.82,24,55,2,Excellent,Excellent,Excellent,False,0,0.0,True,False,Modern Chemical,5,Medium,22.83,False,Never,False,42.9,89.6,6.0,Fully Repaid
FARMER_3093,56,Female,0,None,Married,15,Akwa Ibom,225726.96,6,4.04,Rice,499265.0,324413.34,772195.17,False,True,510000.0,Bundled Services Loan,21.4,9,27,1,Fair,N/A,Fair,False,0,0.0,False,False,Integrated Pest Management,5,Medium,12.04,True,Weekly,False,63.7,101.8,1.0,Defaulted
FARMER_3094,41,Male,3,Primary Incomplete,Married,5,Lagos,0.0,25,3.18,Cocoa,997037.65,743495.07,2758345.93,False,False,0.0,N/A,0.0,0,0,0,Fair,Fair,Good,True,2,548999.48,True,False,None,5,Low,31.5,False,Never,False,46.5,0.0,,N/A
FARMER_3095,56,Male,16,HND/BSc,Single,11,Bauchi,156134.72,1,24.86,Sorghum,2887300.06,1421278.75,6985670.21,True,True,790000.0,Bundled Services Loan,20.12,18,81,5,Fair,Poor,Excellent,False,0,0.0,True,False,Organic,6,Medium,37.08,False,Never,False,40.0,99.9,5.0,Partially Repaid
FARMER_3096,47,Female,3,Primary Incomplete,Married,12,Oyo,117846.66,27,19.67,Millet,1382784.37,944807.26,3480813.13,False,True,1780000.0,Mechanization Loan,17.83,18,45,5,Fair,Good,Fair,False,0,0.0,True,False,Integrated Pest Management,6,High,13.03,True,Weekly,True,59.4,14.0,2.0,Fully Repaid
FARMER_3097,59,Male,9,Secondary Incomplete,Married,14,Lagos,273529.46,6,2.57,Cassava,433312.65,180806.52,656669.09,True,True,370000.0,Mechanization Loan,31.5,9,36,0,Fair,Good,Good,False,0,0.0,False,False,Modern Chemical,6,Low,12.91,False,Never,False,42.3,134.6,1.0,Defaulted
FARMER_3098,40,Female,6,Primary Complete,Married,15,Rivers,0.0,24,43.4,Cocoa,8694462.44,4051203.16,18977859.66,True,True,140000.0,Land Expansion,13.86,9,55,2,Poor,Poor,Good,False,0,0.0,False,False,Traditional,5,High,39.72,True,Rarely,True,57.8,51.6,2.0,Defaulted
FARMER_3099,52,Male,6,Primary Complete,Married,14,Gombe,0.0,3,6.26,Millet,791517.16,483032.24,2146869.08,True,True,1300000.0,Working Capital,23.39,6,57,5,Good,Good,Good,True,0,0.0,True,False,None,4,Low,22.02,False,Never,False,63.3,41.6,2.0,Partially Repaid
FARMER_3100,44,Male,0,None,Divorced,12,Adamawa,22565.49,28,4.56,Cocoa,1399648.37,1017565.39,2560038.73,False,True,320000.0,Working Capital,26.08,6,37,4,Poor,Poor,Poor,False,0,0.0,True,False,Organic,5,Medium,9.5,True,Monthly,False,22.2,38.9,2.0,Defaulted
FARMER_3101,59,Female,6,Primary Complete,Married,7,Gombe,98256.49,20,9.33,Goats/Sheep,1740808.73,996277.04,4549599.14,False,True,1760000.0,Land Expansion,16.49,9,89,4,Fair,Fair,Fair,False,0,0.0,True,True,Organic,5,Low,39.1,False,Never,False,59.6,98.3,1.0,Defaulted
FARMER_3102,36,Male,12,Secondary Complete,Married,13,Niger,0.0,20,37.67,Cassava,6069934.46,3266659.51,13177087.96,False,True,1070000.0,Working Capital,22.26,12,83,2,Poor,Poor,Poor,False,0,0.0,False,False,Integrated Pest Management,6,High,14.81,True,Rarely,False,20.4,41.6,3.0,Fully Repaid
FARMER_3103,51,Female,6,Primary Complete,Married,6,Edo,292933.5,35,9.69,Yam,1618157.96,707570.76,3202761.29,False,True,1910000.0,Input Loan,25.13,3,47,1,Good,N/A,Excellent,False,0,0.0,True,False,Traditional,4,Medium,35.41,True,Monthly,False,15.5,57.2,4.0,Fully Repaid
FARMER_3104,31,Male,6,Primary Complete,Married,3,Sokoto,36844.74,15,8.94,Vegetables,1333895.86,630033.79,3308870.22,True,True,280000.0,Land Expansion,30.65,9,88,5,Good,Fair,Excellent,False,0,0.0,True,False,Traditional,6,High,30.89,True,Monthly,False,16.8,97.5,4.0,Defaulted
FARMER_3105,62,Male,6,Primary Complete,Married,6,Ogun,275995.58,16,11.94,Rice,2429914.99,972949.55,5829719.22,False,True,540000.0,Bundled Services Loan,20.39,3,23,0,Poor,Fair,Poor,True,3,1643928.01,True,False,Integrated Pest Management,5,Low,31.73,True,Monthly,False,63.7,72.1,3.0,Defaulted
FARMER_3106,46,Female,0,None,Married,14,Zamfara,279281.59,8,3.01,Oil Palm,683564.38,510311.56,2027472.51,False,False,0.0,N/A,0.0,0,0,0,Poor,N/A,Fair,False,0,0.0,True,False,None,3,High,17.43,True,Daily,False,7.8,0.0,,N/A
FARMER_3107,44,Female,12,Secondary Complete,Married,2,Imo,0.0,6,6.54,Poultry,2979957.94,1213565.51,8003349.51,False,True,1700000.0,Land Expansion,32.54,9,51,3,Fair,Fair,Excellent,False,0,0.0,True,False,Integrated Pest Management,7,Medium,19.67,True,Weekly,False,27.8,45.2,3.0,Fully Repaid
FARMER_3108,34,Male,3,Primary Incomplete,Divorced,2,Kogi,0.0,18,35.13,Cocoa,7156947.07,3696243.8,15717101.33,False,False,0.0,N/A,0.0,0,0,0,Poor,Excellent,Poor,True,3,2319050.58,True,False,None,4,Medium,29.84,True,Weekly,True,28.4,0.0,,N/A
FARMER_3109,62,Male,12,Secondary Complete,Married,3,Kaduna,136283.72,8,5.77,Rice,993452.46,510671.88,1423772.18,False,False,0.0,N/A,0.0,0,0,0,Excellent,Excellent,Excellent,False,0,0.0,True,False,None,5,Medium,32.76,False,Never,False,55.0,0.0,,N/A
FARMER_3110,25,Male,12,Secondary Complete,Single,15,Bayelsa,0.0,9,2.57,Oil Palm,414934.22,274189.74,1150513.67,True,True,60000.0,Bundled Services Loan,24.65,12,86,1,Poor,Excellent,Good,True,5,175804.85,False,False,Organic,4,Low,17.34,True,Weekly,False,58.1,91.2,3.0,Fully Repaid
FARMER_3111,51,Female,12,Secondary Complete,Married,5,Ekiti,0.0,16,7.15,Maize,964530.61,546410.56,2793029.95,False,True,1100000.0,Input Loan,27.02,3,59,2,Excellent,Fair,Good,False,0,0.0,True,False,Integrated Pest Management,6,Medium,27.89,False,Never,False,48.4,103.0,5.0,Fully Repaid
FARMER_3112,54,Male,6,Primary Complete,Married,6,Bauchi,0.0,32,5.56,Vegetables,1262366.4,543855.66,2029291.15,False,True,880000.0,Bundled Services Loan,32.54,18,54,3,Fair,Excellent,Excellent,False,0,0.0,False,False,None,4,High,10.44,True,Weekly,False,51.3,124.0,2.0,Partially Repaid
FARMER_3113,44,Male,6,Primary Complete,Married,8,Katsina,45777.21,28,2.85,Millet,235207.51,133922.26,585468.79,True,True,1900000.0,Mechanization Loan,21.14,6,7,0,Good,Good,Poor,True,2,31582.02,False,False,Traditional,4,High,29.55,True,Weekly,True,13.5,22.0,6.0,Fully Repaid
FARMER_3114,34,Female,12,Secondary Complete,Married,2,Kaduna,0.0,5,0.32,Maize,46025.14,30592.96,79131.48,False,False,0.0,N/A,0.0,0,0,0,Fair,Fair,Excellent,False,0,0.0,True,True,Modern Chemical,6,Low,15.01,True,Never,False,19.4,0.0,,N/A
FARMER_3115,64,Male,14,OND/NCE,Married,3,Anambra,48796.08,37,18.5,Poultry,3202000.43,2494601.13,10233966.09,False,True,1230000.0,Working Capital,15.21,18,11,4,Excellent,Good,Fair,False,0,0.0,True,True,None,5,Medium,14.2,False,Never,False,2.7,144.6,5.0,Fully Repaid
FARMER_3116,62,Male,0,None,Married,2,Enugu,137559.21,29,1.55,Millet,130077.57,91390.28,344978.04,True,True,80000.0,Working Capital,16.14,12,38,4,Fair,Poor,Good,False,0,0.0,True,False,Traditional,5,Low,6.05,False,Never,False,18.2,128.7,1.0,Fully Repaid
FARMER_3117,65,Male,16,HND/BSc,Married,4,Ondo,0.0,17,0.75,Aquaculture,543655.31,354423.69,1613928.11,False,True,1890000.0,Mechanization Loan,12.67,24,38,1,Fair,Excellent,Good,True,5,281855.13,True,False,Modern Chemical,5,Medium,19.92,True,Daily,True,52.2,123.4,4.0,Fully Repaid
FARMER_3118,59,Female,6,Primary Complete,Married,13,Yobe,0.0,18,49.62,Sorghum,7070431.68,4744817.66,22982361.51,False,True,1570000.0,Input Loan,33.17,3,21,4,Good,Poor,Poor,True,2,1387449.34,True,False,None,3,High,24.2,True,Weekly,False,46.8,131.7,3.0,Partially Repaid
FARMER_3119,29,Male,12,Secondary Complete,Married,4,Oyo,0.0,1,24.0,Oil Palm,3794380.29,2663267.88,10288465.16,False,True,400000.0,Working Capital,25.66,18,78,0,Excellent,Excellent,Poor,False,0,0.0,False,False,Integrated Pest Management,5,High,27.58,True,Monthly,False,47.0,35.1,4.0,Fully Repaid
FARMER_3120,39,Female,14,OND/NCE,Married,9,Kaduna,284516.1,4,0.47,Cocoa,112898.28,49615.79,256417.61,False,True,870000.0,Input Loan,25.11,3,42,4,Excellent,Good,Poor,True,2,67239.18,True,True,Traditional,6,Medium,35.97,True,Never,False,32.0,102.1,6.0,Fully Repaid
FARMER_3121,25,Female,6,Primary Complete,Married,7,Zamfara,288998.2,5,11.2,Yam,1515207.97,700123.94,3216277.9,False,True,1880000.0,Mechanization Loan,16.47,12,50,5,Fair,Poor,Excellent,True,3,807387.03,False,False,Organic,5,Low,39.57,True,Never,False,50.8,118.4,4.0,Fully Repaid
FARMER_3122,52,Female,0,None,Married,12,Rivers,0.0,36,3.84,Poultry,2188434.66,1289075.66,3998189.21,True,True,690000.0,Land Expansion,30.41,18,32,3,Fair,Fair,Poor,False,0,0.0,True,True,Integrated Pest Management,6,Medium,19.35,True,Monthly,False,34.4,15.8,2.0,Defaulted
FARMER_3123,34,Male,14,OND/NCE,Married,11,Ondo,0.0,18,8.41,Cocoa,1916881.7,1457296.67,3466930.3,True,True,1730000.0,Bundled Services Loan,12.99,18,33,4,Excellent,N/A,Excellent,False,0,0.0,False,True,Organic,7,Low,22.3,False,Never,False,49.2,67.7,5.0,Fully Repaid
FARMER_3124,33,Female,3,Primary Incomplete,Married,4,Jigawa,267810.58,17,4.76,Poultry,1684053.55,712187.58,4829068.34,False,True,210000.0,Mechanization Loan,21.31,18,59,0,Excellent,Fair,Excellent,False,0,0.0,False,False,Traditional,4,Medium,39.71,False,Never,False,31.2,42.1,5.0,Fully Repaid
FARMER_3125,30,Male,6,Primary Complete,Married,4,Akwa Ibom,0.0,9,42.67,Maize,5175307.91,2658236.69,9345382.19,True,True,1550000.0,Bundled Services Loan,34.28,6,19,0,Fair,Fair,Poor,False,0,0.0,False,False,Integrated Pest Management,5,Low,23.98,False,Never,False,49.6,43.9,1.0,Partially Repaid
FARMER_3126,60,Male,9,Secondary Incomplete,Divorced,10,Imo,0.0,25,1.09,Cassava,168591.23,75988.43,553510.65,False,True,870000.0,Bundled Services Loan,15.61,9,52,2,Poor,Fair,Poor,True,5,40442.39,False,False,Traditional,4,High,17.81,True,Weekly,True,63.2,108.6,3.0,Partially Repaid
FARMER_3127,43,Male,0,None,Married,9,Gombe,0.0,27,26.58,Yam,5574636.99,2675670.69,15144805.97,True,True,1060000.0,Working Capital,29.77,6,88,0,Poor,N/A,Excellent,False,0,0.0,True,False,None,5,High,29.99,False,Never,False,27.2,58.8,4.0,Defaulted
