Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason
LOAN_0009461,FARMER_04735,ENT_009497,55000,7.8,2023-03-03,Yes,59290,2024-02-26,12,2,Non-creditworthy,0.22,0.44,Family/Friends,1,73.2,5,No,N/A
LOAN_0009462,FARMER_04735,ENT_009497,135000,9.5,2023-02-04,Yes,160650,2025-01-24,24,12,Non-creditworthy,0.53,0.44,Bank of Agriculture,5,17.3,0,No,N/A
LOAN_0009463,FARMER_04735,ENT_009498,115000,34.4,2021-12-20,Yes,154560,2022-12-15,12,12,Non-creditworthy,0.19,0.75,Bank of Agriculture,0,52.9,6,No,N/A
LOAN_0009464,FARMER_04735,ENT_009498,255000,11.1,2017-06-10,No,311610,2019-05-31,24,16,Non-creditworthy,0.43,0.75,Bank of Agriculture,5,60.7,2,No,N/A
LOAN_0009465,FARMER_04736,ENT_009499,515000,17.3,2024-12-27,No,189857,,12,2,Creditworthy,0.23,0.78,Cooperative,3,84.5,5,No,N/A
LOAN_0009466,FARMER_04738,ENT_009503,1250000,26.4,2015-05-18,No,2240000,2018-05-02,36,31,Creditworthy,0.12,0.47,Informal Lender,2,11.3,0,No,N/A
LOAN_0009467,FARMER_04738,ENT_009504,175000,18.0,2024-03-14,Yes,206500,2025-03-09,12,6,Creditworthy,0.0,0.76,Cooperative,0,27.0,4,No,N/A
LOAN_0009468,FARMER_04738,ENT_009504,120000,23.4,2016-04-13,No,13959,2017-01-08,24,18,Non-creditworthy,0.0,0.76,Informal Lender,0,57.9,5,Yes,Diversion of Funds
LOAN_0009469,FARMER_04739,ENT_009505,60000,6.6,2021-05-26,Yes,71880,2024-05-10,36,8,Creditworthy,0.0,0.51,Government Program,2,36.7,0,No,N/A
LOAN_0009470,FARMER_04739,ENT_009505,20000,17.7,2020-10-07,Yes,23540,2021-10-02,12,6,Creditworthy,0.0,0.51,Government Program,4,42.0,2,No,N/A
LOAN_0009471,FARMER_04740,ENT_009507,535000,13.0,2024-12-15,No,369215,,18,12,Non-creditworthy,0.01,0.68,Government Program,1,22.2,0,No,N/A
LOAN_0009472,FARMER_04742,ENT_009510,770000,8.6,2024-01-20,No,803110,2024-07-18,6,6,Creditworthy,0.0,0.5,Informal Lender,4,54.1,6,No,N/A
LOAN_0009473,FARMER_04742,ENT_009512,280000,17.4,2019-12-17,Yes,73796,2020-05-15,6,3,Non-creditworthy,0.02,0.52,Bank of Agriculture,5,30.6,5,Yes,Illness of Farmer
LOAN_0009474,FARMER_04743,ENT_009513,130000,26.4,2023-07-15,Yes,31750,2023-08-14,6,2,Non-creditworthy,0.15,0.65,Cooperative,1,1.3,3,Yes,Low/Poor Yield
LOAN_0009475,FARMER_04743,ENT_009514,120000,25.9,2016-07-05,No,182160,2018-06-25,24,16,Non-creditworthy,0.15,0.64,Commercial Bank,1,37.7,3,No,N/A
LOAN_0009476,FARMER_04743,ENT_009515,300000,12.1,2016-07-17,No,336300,2017-07-12,12,5,Creditworthy,0.02,0.66,Bank of Agriculture,4,97.1,6,No,N/A
LOAN_0009477,FARMER_04744,ENT_009517,20000,10.4,2018-08-03,Yes,21040,2019-01-30,6,5,Creditworthy,0.44,0.41,Government Program,4,47.7,1,No,N/A
LOAN_0009478,FARMER_04744,ENT_009518,45000,21.7,2021-07-10,Yes,49882,2022-01-06,6,1,Creditworthy,0.09,0.62,Family/Friends,0,18.9,2,No,N/A
LOAN_0009479,FARMER_04745,ENT_009519,255000,31.8,2024-11-21,No,68206,,12,1,Creditworthy,0.4,0.48,Microfinance Bank,4,10.6,2,No,N/A
LOAN_0009480,FARMER_04745,ENT_009520,695000,18.0,2022-02-08,Yes,179610,2022-05-09,6,5,Non-creditworthy,0.03,0.62,Microfinance Bank,3,93.6,6,Yes,Other
LOAN_0009481,FARMER_04746,ENT_009521,225000,6.6,2017-07-28,Yes,247275,2019-01-19,18,18,Creditworthy,0.02,0.68,Family/Friends,1,16.5,1,No,N/A
LOAN_0009482,FARMER_04746,ENT_009521,1065000,16.7,2023-06-19,No,1331782,2024-12-10,18,8,Non-creditworthy,0.08,0.68,Cooperative,1,84.0,6,No,N/A
LOAN_0009483,FARMER_04746,ENT_009522,240000,20.3,2023-03-19,Yes,90775,2023-06-17,24,1,Non-creditworthy,0.03,0.5,Informal Lender,3,56.6,1,Yes,Policy Change
LOAN_0009484,FARMER_04746,ENT_009522,170000,22.0,2019-01-20,Yes,207400,2020-01-15,12,3,Creditworthy,0.02,0.5,Family/Friends,3,36.8,3,No,N/A
LOAN_0009485,FARMER_04749,ENT_009526,150000,11.9,2019-11-25,Yes,203550,2022-11-09,36,31,Creditworthy,0.0,0.77,Microfinance Bank,1,16.5,4,No,N/A
LOAN_0009486,FARMER_04749,ENT_009527,400000,24.3,2024-07-01,Yes,269738,,12,6,Creditworthy,0.01,0.45,Commercial Bank,3,90.2,6,No,N/A
LOAN_0009487,FARMER_04749,ENT_009527,1785000,7.6,2022-09-28,No,904204,2023-01-26,12,1,Non-creditworthy,0.07,0.45,Cooperative,2,36.8,0,Yes,Low/Poor Yield
LOAN_0009488,FARMER_04750,ENT_009529,900000,30.1,2024-12-27,Yes,587387,,12,3,Non-creditworthy,0.01,0.65,Bank of Agriculture,4,62.5,2,No,N/A
LOAN_0009489,FARMER_04751,ENT_009530,375000,17.3,2017-04-20,Yes,569625,2020-04-04,36,31,Creditworthy,0.0,0.51,Government Program,2,24.8,5,No,N/A
LOAN_0009490,FARMER_04751,ENT_009530,325000,20.3,2022-10-13,Yes,357988,2023-04-11,6,5,Creditworthy,0.0,0.51,Cooperative,1,57.1,4,No,N/A
LOAN_0009491,FARMER_04752,ENT_009532,980000,29.6,2023-05-17,Yes,1560160,2025-05-06,24,5,Creditworthy,0.35,0.79,Informal Lender,3,88.7,2,No,N/A
LOAN_0009492,FARMER_04752,ENT_009532,360000,28.1,2021-01-08,Yes,410580,2021-07-07,6,2,Non-creditworthy,0.13,0.79,Family/Friends,3,37.5,1,No,N/A
LOAN_0009493,FARMER_04753,ENT_009533,575000,32.9,2017-10-01,Yes,1142525,2020-09-15,36,6,Creditworthy,0.01,0.76,Government Program,0,74.1,4,No,N/A
LOAN_0009494,FARMER_04754,ENT_009535,270000,8.2,2024-10-12,Yes,281070,2025-04-10,6,3,Non-creditworthy,0.01,0.51,Bank of Agriculture,4,84.4,1,No,N/A
LOAN_0009495,FARMER_04754,ENT_009536,990000,18.5,2015-03-17,Yes,1081575,2015-09-13,6,5,Non-creditworthy,0.01,0.51,Microfinance Bank,4,94.2,4,No,N/A
LOAN_0009496,FARMER_04754,ENT_009537,1935000,6.8,2023-10-03,No,298629,,24,23,Creditworthy,0.02,0.4,Family/Friends,4,58.1,4,No,N/A
LOAN_0009497,FARMER_04755,ENT_009538,735000,17.2,2023-10-28,No,798210,2024-04-25,6,2,Creditworthy,0.05,0.74,Bank of Agriculture,2,83.2,0,No,N/A
LOAN_0009498,FARMER_04757,ENT_009541,375000,10.7,2023-10-16,Yes,435188,2025-04-08,18,9,Non-creditworthy,0.01,0.73,Microfinance Bank,3,25.2,3,No,N/A
LOAN_0009499,FARMER_04757,ENT_009542,120000,15.3,2023-06-23,Yes,138360,2024-06-17,12,6,Creditworthy,0.01,0.7,Bank of Agriculture,2,38.9,5,No,N/A
LOAN_0009500,FARMER_04757,ENT_009542,75000,22.8,2024-04-10,Yes,92100,2025-04-05,12,1,Creditworthy,0.01,0.7,Government Program,1,5.2,6,No,N/A
LOAN_0009501,FARMER_04759,ENT_009544,315000,12.6,2019-10-07,Yes,215311,2020-02-04,6,3,Non-creditworthy,0.02,0.54,Government Program,2,44.6,2,Yes,Diversion of Funds
LOAN_0009502,FARMER_04759,ENT_009544,75000,19.4,2017-07-04,Yes,118650,2020-06-18,36,4,Non-creditworthy,0.0,0.54,Microfinance Bank,1,54.8,4,No,N/A
LOAN_0009503,FARMER_04759,ENT_009546,225000,29.8,2015-11-04,Yes,292050,2016-10-29,12,7,Creditworthy,0.0,0.55,Family/Friends,0,78.1,6,No,N/A
LOAN_0009504,FARMER_04760,ENT_009547,825000,34.2,2019-04-06,Yes,1671450,2022-03-21,36,3,Creditworthy,0.01,0.69,Cooperative,3,45.3,4,No,N/A
LOAN_0009505,FARMER_04760,ENT_009548,420000,29.4,2023-10-24,No,291672,,24,16,Non-creditworthy,0.0,0.54,Informal Lender,4,17.5,2,No,N/A
LOAN_0009506,FARMER_04760,ENT_009548,800000,30.2,2022-05-26,Yes,1283200,2024-05-15,24,14,Creditworthy,0.01,0.54,Family/Friends,4,17.6,1,No,N/A
LOAN_0009507,FARMER_04761,ENT_009549,200000,17.1,2018-04-22,Yes,268400,2020-04-11,24,3,Creditworthy,0.02,0.72,Microfinance Bank,5,74.0,5,No,N/A
LOAN_0009508,FARMER_04761,ENT_009550,315000,17.5,2024-09-23,No,154852,2024-11-22,6,2,Non-creditworthy,0.01,0.77,Government Program,4,97.5,5,Yes,Other
LOAN_0009509,FARMER_04762,ENT_009551,525000,30.3,2024-05-06,No,237240,2024-11-02,18,13,Non-creditworthy,0.4,0.59,Bank of Agriculture,4,45.5,5,Yes,Market Loss
LOAN_0009510,FARMER_04762,ENT_009551,465000,30.0,2016-08-05,Yes,604500,2017-07-31,12,2,Creditworthy,0.36,0.59,Informal Lender,1,8.7,5,No,N/A
LOAN_0009511,FARMER_04764,ENT_009555,335000,18.9,2016-03-09,No,429972,2017-08-31,18,12,Non-creditworthy,0.03,0.73,Family/Friends,3,45.5,4,No,N/A
LOAN_0009512,FARMER_04764,ENT_009555,465000,12.7,2015-07-19,No,524055,2016-07-13,12,4,Creditworthy,0.04,0.73,Government Program,2,40.0,0,No,N/A
LOAN_0009513,FARMER_04764,ENT_009556,965000,27.2,2017-04-07,No,1227480,2018-04-02,12,10,Creditworthy,0.54,0.62,Family/Friends,5,53.6,4,No,N/A
LOAN_0009514,FARMER_04764,ENT_009557,80000,27.5,2022-12-07,Yes,30087,2023-10-03,24,24,Non-creditworthy,0.07,0.47,Family/Friends,1,69.5,6,Yes,Other
LOAN_0009515,FARMER_04764,ENT_009557,580000,33.3,2017-03-23,No,773140,2018-03-18,12,2,Creditworthy,0.52,0.47,Bank of Agriculture,4,34.0,4,No,N/A
LOAN_0009516,FARMER_04765,ENT_009558,385000,12.1,2018-02-02,No,261448,2018-12-29,18,10,Non-creditworthy,0.02,0.4,Microfinance Bank,5,88.8,3,Yes,Market Loss
LOAN_0009517,FARMER_04765,ENT_009558,440000,34.3,2021-08-11,Yes,515460,2022-02-07,6,1,Non-creditworthy,0.02,0.4,Government Program,1,4.8,3,No,N/A
LOAN_0009518,FARMER_04765,ENT_009559,755000,6.6,2019-01-25,Yes,904490,2022-01-09,36,29,Non-creditworthy,0.49,0.5,Family/Friends,0,79.0,5,No,N/A
LOAN_0009519,FARMER_04765,ENT_009559,785000,22.9,2023-01-14,No,415909,2023-04-14,6,5,Non-creditworthy,0.51,0.5,Government Program,1,97.1,3,Yes,Pest Attack
LOAN_0009520,FARMER_04766,ENT_009560,305000,32.3,2024-04-12,Yes,12196,,36,2,Creditworthy,0.5,0.78,Commercial Bank,0,35.4,3,No,N/A
LOAN_0009521,FARMER_04766,ENT_009560,205000,16.3,2017-05-05,Yes,255122,2018-10-27,18,9,Creditworthy,0.34,0.78,Commercial Bank,4,45.9,2,No,N/A
LOAN_0009522,FARMER_04766,ENT_009561,250000,30.8,2017-09-03,No,288500,2018-03-02,6,5,Creditworthy,0.01,0.77,Microfinance Bank,1,50.5,2,No,N/A
LOAN_0009523,FARMER_04766,ENT_009561,265000,22.7,2024-04-23,Yes,295078,2024-10-20,6,5,Creditworthy,0.01,0.77,Informal Lender,4,62.8,6,No,N/A
LOAN_0009524,FARMER_04766,ENT_009562,415000,15.8,2024-07-27,Yes,131297,,36,17,Creditworthy,0.22,0.51,Commercial Bank,5,99.3,2,No,N/A
LOAN_0009525,FARMER_04767,ENT_009564,20000,21.4,2018-12-09,No,28560,2020-11-28,24,1,Creditworthy,0.15,0.45,Cooperative,5,17.9,0,No,N/A
LOAN_0009526,FARMER_04767,ENT_009564,35000,17.4,2015-02-21,Yes,41090,2016-02-16,12,11,Creditworthy,0.26,0.45,Cooperative,0,17.6,6,No,N/A
LOAN_0009527,FARMER_04768,ENT_009565,250000,13.4,2020-10-10,Yes,300250,2022-04-03,18,16,Creditworthy,0.05,0.6,Informal Lender,3,60.0,6,No,N/A
LOAN_0009528,FARMER_04768,ENT_009566,95000,19.7,2024-04-14,Yes,104358,2024-10-11,6,2,Non-creditworthy,0.01,0.8,Informal Lender,2,15.8,6,No,N/A
LOAN_0009529,FARMER_04768,ENT_009566,25000,8.5,2024-06-07,Yes,12937,2026-07-27,36,20,Non-creditworthy,0.0,0.8,Bank of Agriculture,0,77.8,6,Yes,Input Price Hike
LOAN_0009530,FARMER_04769,ENT_009568,240000,33.8,2020-02-28,No,321120,2021-02-22,12,9,Non-creditworthy,0.03,0.8,Bank of Agriculture,4,1.5,0,No,N/A
LOAN_0009531,FARMER_04769,ENT_009569,360000,34.3,2020-01-12,Yes,483480,2021-01-06,12,11,Non-creditworthy,0.0,0.42,Commercial Bank,5,7.5,3,No,N/A
LOAN_0009532,FARMER_04769,ENT_009569,645000,14.9,2018-02-09,No,789158,2019-08-03,18,15,Creditworthy,0.0,0.42,Informal Lender,0,95.5,3,No,N/A
LOAN_0009533,FARMER_04770,ENT_009570,305000,26.0,2023-03-08,No,344650,2023-09-04,6,2,Creditworthy,0.37,0.63,Commercial Bank,5,70.1,3,No,N/A
LOAN_0009534,FARMER_04772,ENT_009572,25000,16.2,2024-03-04,No,7133,,18,11,Non-creditworthy,0.38,0.76,Bank of Agriculture,3,73.6,4,No,N/A
LOAN_0009535,FARMER_04772,ENT_009573,625000,14.9,2022-12-01,No,764688,2024-05-24,18,14,Non-creditworthy,0.02,0.44,Informal Lender,2,31.1,2,No,N/A
LOAN_0009536,FARMER_04772,ENT_009574,570000,9.3,2023-11-09,No,309723,,36,30,Non-creditworthy,0.01,0.43,Government Program,5,91.6,6,No,N/A
LOAN_0009537,FARMER_04772,ENT_009574,2155000,26.5,2021-04-02,No,801366,2021-12-28,36,23,Non-creditworthy,0.04,0.43,Family/Friends,0,65.0,6,Yes,Input Price Hike
LOAN_0009538,FARMER_04773,ENT_009575,295000,7.4,2024-01-26,No,995,,36,8,Creditworthy,0.01,0.69,Commercial Bank,4,96.1,1,No,N/A
LOAN_0009539,FARMER_04773,ENT_009575,1250000,10.3,2017-11-21,No,1378750,2018-11-16,12,11,Non-creditworthy,0.04,0.69,Government Program,3,32.1,5,No,N/A
LOAN_0009540,FARMER_04775,ENT_009578,570000,7.6,2019-08-02,Yes,591660,2020-01-29,6,3,Non-creditworthy,0.01,0.66,Cooperative,5,66.9,1,No,N/A
LOAN_0009541,FARMER_04775,ENT_009578,800000,11.4,2021-07-08,No,845600,2022-01-04,6,2,Non-creditworthy,0.01,0.66,Microfinance Bank,5,5.4,4,No,N/A
LOAN_0009542,FARMER_04775,ENT_009579,60000,20.1,2024-11-22,Yes,4918,,24,4,Non-creditworthy,0.01,0.44,Bank of Agriculture,4,96.9,6,No,N/A
LOAN_0009543,FARMER_04775,ENT_009579,110000,18.8,2023-07-15,No,22652,2025-07-04,36,23,Non-creditworthy,0.01,0.44,Microfinance Bank,0,77.0,4,Yes,Input Price Hike
LOAN_0009544,FARMER_04776,ENT_009580,465000,6.8,2017-11-05,Yes,496620,2018-10-31,12,2,Non-creditworthy,0.39,0.78,Informal Lender,0,70.5,0,No,N/A
LOAN_0009545,FARMER_04776,ENT_009581,630000,25.3,2017-12-14,No,1108170,2020-11-28,36,26,Non-creditworthy,0.03,0.78,Bank of Agriculture,1,87.5,1,No,N/A
LOAN_0009546,FARMER_04776,ENT_009581,325000,32.8,2024-12-01,No,87747,,24,10,Creditworthy,0.02,0.78,Government Program,5,83.8,5,No,N/A
LOAN_0009547,FARMER_04777,ENT_009582,80000,14.3,2024-04-06,No,44824,2025-05-01,24,18,Non-creditworthy,0.0,0.54,Family/Friends,4,90.5,3,Yes,Drought/Flood
LOAN_0009548,FARMER_04778,ENT_009584,415000,24.5,2024-05-07,No,216019,2025-09-29,18,11,Non-creditworthy,0.0,0.73,Cooperative,2,43.5,0,Yes,Policy Change
LOAN_0009549,FARMER_04779,ENT_009586,840000,34.4,2019-11-19,Yes,984480,2020-05-17,6,5,Creditworthy,0.51,0.65,Family/Friends,0,90.4,0,No,N/A
LOAN_0009550,FARMER_04779,ENT_009587,310000,26.3,2017-03-27,No,554590,2020-03-11,36,19,Creditworthy,0.01,0.75,Family/Friends,5,20.8,0,No,N/A
LOAN_0009551,FARMER_04780,ENT_009588,285000,25.6,2020-08-11,No,357960,2021-08-06,12,9,Creditworthy,0.0,0.59,Informal Lender,2,17.7,6,No,N/A
LOAN_0009552,FARMER_04780,ENT_009589,565000,11.3,2018-05-06,Yes,692690,2020-04-25,24,2,Creditworthy,0.29,0.67,Cooperative,3,93.9,0,No,N/A
LOAN_0009553,FARMER_04780,ENT_009589,435000,25.9,2021-08-28,No,660330,2023-08-18,24,22,Creditworthy,0.23,0.67,Family/Friends,5,79.3,2,No,N/A
LOAN_0009554,FARMER_04781,ENT_009590,415000,24.1,2021-07-11,Yes,715045,2024-06-25,36,11,Creditworthy,0.0,0.51,Bank of Agriculture,5,76.1,3,No,N/A
LOAN_0009555,FARMER_04781,ENT_009590,620000,10.3,2023-01-11,Yes,651930,2023-07-10,6,3,Creditworthy,0.0,0.51,Informal Lender,0,99.3,2,No,N/A
LOAN_0009556,FARMER_04783,ENT_009593,390000,27.0,2020-10-12,Yes,184158,2021-02-09,12,1,Non-creditworthy,0.02,0.52,Family/Friends,4,98.4,4,Yes,Market Loss
LOAN_0009557,FARMER_04783,ENT_009593,90000,29.6,2024-04-09,No,116640,2025-04-04,12,4,Non-creditworthy,0.0,0.52,Cooperative,5,68.0,1,No,N/A
LOAN_0009558,FARMER_04784,ENT_009594,890000,6.3,2018-07-04,No,1002140,2020-06-23,24,10,Non-creditworthy,0.01,0.49,Cooperative,5,83.0,3,No,N/A
LOAN_0009559,FARMER_04784,ENT_009596,540000,11.6,2018-05-12,Yes,633960,2019-11-03,18,13,Creditworthy,0.44,0.55,Commercial Bank,5,52.7,6,No,N/A
LOAN_0009560,FARMER_04784,ENT_009596,480000,12.5,2023-02-19,No,600000,2025-02-08,24,7,Creditworthy,0.39,0.55,Commercial Bank,4,65.3,2,No,N/A
LOAN_0009561,FARMER_04785,ENT_009598,470000,9.6,2022-01-04,Yes,537680,2023-06-28,18,13,Creditworthy,0.01,0.47,Commercial Bank,5,33.8,4,No,N/A
LOAN_0009562,FARMER_04785,ENT_009599,1350000,11.8,2019-07-27,Yes,648791,2019-08-26,6,6,Non-creditworthy,0.01,0.41,Informal Lender,4,87.1,1,Yes,Low/Poor Yield
LOAN_0009563,FARMER_04785,ENT_009599,920000,21.8,2015-01-13,Yes,1220840,2016-07-06,18,4,Non-creditworthy,0.01,0.41,Cooperative,4,64.5,0,No,N/A
LOAN_0009564,FARMER_04786,ENT_009601,190000,22.0,2018-10-28,Yes,231800,2019-10-23,12,9,Non-creditworthy,0.0,0.44,Microfinance Bank,2,69.1,6,No,N/A
LOAN_0009565,FARMER_04787,ENT_009602,810000,24.4,2023-02-14,Yes,1106460,2024-08-07,18,2,Non-creditworthy,0.01,0.54,Bank of Agriculture,1,20.8,2,No,N/A
LOAN_0009566,FARMER_04787,ENT_009602,850000,23.6,2023-02-06,No,1251200,2025-01-26,24,19,Non-creditworthy,0.02,0.54,Microfinance Bank,0,96.9,4,No,N/A
LOAN_0009567,FARMER_04788,ENT_009603,880000,26.4,2023-04-28,No,1112320,2024-04-22,12,2,Creditworthy,0.02,0.77,Commercial Bank,4,15.3,2,No,N/A
LOAN_0009568,FARMER_04788,ENT_009604,705000,22.9,2023-02-15,No,368609,,36,27,Creditworthy,0.01,0.54,Bank of Agriculture,1,62.4,4,No,N/A
LOAN_0009569,FARMER_04789,ENT_009606,765000,34.9,2024-06-13,No,119944,,18,1,Non-creditworthy,0.02,0.44,Commercial Bank,3,50.4,5,No,N/A
LOAN_0009570,FARMER_04789,ENT_009606,285000,13.3,2021-01-26,Yes,322905,2022-01-21,12,7,Creditworthy,0.01,0.44,Informal Lender,1,90.8,0,No,N/A
LOAN_0009571,FARMER_04791,ENT_009609,75000,8.7,2021-02-15,Yes,81525,2022-02-10,12,2,Creditworthy,0.21,0.44,Family/Friends,4,30.5,6,No,N/A
LOAN_0009572,FARMER_04791,ENT_009609,95000,14.8,2019-04-01,Yes,123120,2021-03-21,24,7,Creditworthy,0.27,0.44,Informal Lender,5,3.3,2,No,N/A
LOAN_0009573,FARMER_04792,ENT_009610,270000,19.0,2021-06-22,Yes,321300,2022-06-17,12,8,Creditworthy,0.0,0.49,Microfinance Bank,2,77.6,1,No,N/A
LOAN_0009574,FARMER_04792,ENT_009610,330000,18.8,2019-05-08,No,392040,2020-05-02,12,5,Creditworthy,0.0,0.49,Family/Friends,5,91.3,5,No,N/A
LOAN_0009575,FARMER_04792,ENT_009611,20000,11.8,2021-10-25,Yes,27080,2024-10-09,36,28,Non-creditworthy,0.0,0.79,Family/Friends,4,36.6,3,No,N/A
LOAN_0009576,FARMER_04792,ENT_009612,235000,13.2,2017-02-24,Yes,297040,2019-02-14,24,17,Creditworthy,0.01,0.55,Bank of Agriculture,1,18.6,3,No,N/A
LOAN_0009577,FARMER_04793,ENT_009613,785000,30.1,2024-06-06,No,548285,,24,5,Non-creditworthy,0.5,0.57,Cooperative,3,50.8,1,No,N/A
LOAN_0009578,FARMER_04793,ENT_009613,415000,29.2,2023-03-02,No,475590,2023-08-29,6,1,Creditworthy,0.26,0.57,Bank of Agriculture,5,37.6,4,No,N/A
LOAN_0009579,FARMER_04793,ENT_009614,755000,15.2,2017-04-28,Yes,927140,2018-10-20,18,17,Non-creditworthy,0.02,0.63,Microfinance Bank,1,29.4,2,No,N/A
LOAN_0009580,FARMER_04793,ENT_009614,420000,26.5,2016-10-24,No,475650,2017-04-22,6,4,Creditworthy,0.01,0.63,Government Program,2,39.1,1,No,N/A
LOAN_0009581,FARMER_04794,ENT_009615,50000,34.9,2022-04-24,Yes,102350,2025-04-08,36,28,Non-creditworthy,0.0,0.51,Microfinance Bank,4,61.0,4,No,N/A
LOAN_0009582,FARMER_04795,ENT_009618,1165000,23.6,2023-03-03,No,729466,2023-07-31,12,8,Non-creditworthy,0.04,0.67,Commercial Bank,3,9.3,5,Yes,Pest Attack
LOAN_0009583,FARMER_04796,ENT_009619,625000,11.5,2016-07-10,No,732813,2018-01-01,18,15,Non-creditworthy,0.02,0.66,Bank of Agriculture,1,25.0,4,No,N/A
LOAN_0009584,FARMER_04796,ENT_009620,80000,17.8,2021-01-23,No,94240,2022-01-18,12,12,Non-creditworthy,0.01,0.45,Cooperative,4,73.1,2,No,N/A
LOAN_0009585,FARMER_04796,ENT_009620,70000,20.6,2024-11-06,Yes,4128,,18,15,Creditworthy,0.01,0.45,Government Program,4,14.4,5,No,N/A
LOAN_0009586,FARMER_04796,ENT_009621,110000,12.6,2015-02-16,No,130790,2016-08-09,18,6,Creditworthy,0.01,0.72,Informal Lender,3,99.0,6,No,N/A
LOAN_0009587,FARMER_04797,ENT_009624,760000,7.6,2024-09-08,No,21205,,24,21,Creditworthy,0.47,0.73,Cooperative,0,79.0,1,No,N/A
LOAN_0009588,FARMER_04797,ENT_009624,885000,8.8,2024-02-28,No,510000,,18,9,Non-creditworthy,0.55,0.73,Cooperative,0,90.9,6,No,N/A
LOAN_0009589,FARMER_04798,ENT_009625,905000,25.7,2023-11-14,Yes,154616,,36,4,Non-creditworthy,0.37,0.72,Family/Friends,5,72.0,2,No,N/A
LOAN_0009590,FARMER_04798,ENT_009625,340000,8.3,2023-08-20,Yes,382330,2025-02-10,18,2,Non-creditworthy,0.14,0.72,Commercial Bank,1,43.2,4,No,N/A
LOAN_0009591,FARMER_04799,ENT_009627,290000,20.5,2019-06-01,No,379175,2020-11-22,18,8,Creditworthy,0.01,0.45,Commercial Bank,2,79.2,1,No,N/A
LOAN_0009592,FARMER_04799,ENT_009627,560000,16.5,2019-12-02,Yes,652400,2020-11-26,12,11,Creditworthy,0.03,0.45,Microfinance Bank,3,80.6,4,No,N/A
LOAN_0009593,FARMER_04800,ENT_009628,215000,12.8,2019-06-07,No,256280,2020-11-28,18,5,Creditworthy,0.54,0.54,Cooperative,3,26.8,4,No,N/A
LOAN_0009594,FARMER_04800,ENT_009628,215000,19.7,2017-09-22,No,299710,2019-09-12,24,24,Creditworthy,0.54,0.54,Informal Lender,0,47.9,1,No,N/A
LOAN_0009595,FARMER_04801,ENT_009629,20000,20.4,2018-06-27,Yes,32240,2021-06-11,36,10,Creditworthy,0.36,0.52,Commercial Bank,4,32.9,3,No,N/A
LOAN_0009596,FARMER_04801,ENT_009629,20000,8.2,2021-11-28,Yes,22460,2023-05-22,18,13,Creditworthy,0.36,0.52,Cooperative,0,28.5,3,No,N/A
LOAN_0009597,FARMER_04801,ENT_009631,205000,15.2,2021-12-23,No,114466,2022-07-21,12,2,Non-creditworthy,0.01,0.45,Family/Friends,2,33.9,3,Yes,Drought/Flood
LOAN_0009598,FARMER_04801,ENT_009631,190000,29.3,2018-03-23,No,245670,2019-03-18,12,10,Creditworthy,0.01,0.45,Commercial Bank,0,30.4,5,No,N/A
LOAN_0009599,FARMER_04802,ENT_009633,105000,30.7,2021-03-10,Yes,153352,2022-09-01,18,12,Creditworthy,0.0,0.7,Commercial Bank,1,82.4,5,No,N/A
LOAN_0009600,FARMER_04802,ENT_009633,215000,32.1,2024-05-21,Yes,36708,,36,7,Creditworthy,0.0,0.7,Government Program,2,33.4,2,No,N/A
LOAN_0009601,FARMER_04803,ENT_009635,95000,23.4,2023-06-24,No,63607,,24,17,Creditworthy,0.52,0.75,Commercial Bank,3,57.8,3,No,N/A
LOAN_0009602,FARMER_04803,ENT_009635,75000,6.1,2021-10-28,No,88725,2024-10-12,36,12,Creditworthy,0.41,0.75,Government Program,5,43.8,1,No,N/A
LOAN_0009603,FARMER_04803,ENT_009637,215000,12.0,2022-09-13,No,240800,2023-09-08,12,9,Creditworthy,0.0,0.76,Cooperative,1,68.9,3,No,N/A
LOAN_0009604,FARMER_04804,ENT_009638,20000,13.5,2019-05-23,Yes,22700,2020-05-17,12,4,Non-creditworthy,0.0,0.61,Government Program,3,4.9,6,No,N/A
LOAN_0009605,FARMER_04806,ENT_009640,265000,33.7,2019-09-03,No,443610,2021-08-23,24,11,Non-creditworthy,0.01,0.55,Commercial Bank,3,50.4,6,No,N/A
LOAN_0009606,FARMER_04806,ENT_009641,65000,26.1,2017-09-17,Yes,73482,2018-03-16,6,3,Non-creditworthy,0.01,0.6,Informal Lender,0,48.7,5,No,N/A
LOAN_0009607,FARMER_04808,ENT_009643,65000,12.0,2017-05-21,No,68900,2017-11-17,6,4,Non-creditworthy,0.0,0.51,Microfinance Bank,5,63.1,1,No,N/A
LOAN_0009608,FARMER_04808,ENT_009643,80000,32.6,2020-03-19,Yes,93040,2020-09-15,6,4,Creditworthy,0.0,0.51,Commercial Bank,4,82.8,6,No,N/A
LOAN_0009609,FARMER_04808,ENT_009644,165000,18.4,2020-10-15,No,180180,2021-04-13,6,5,Creditworthy,0.0,0.79,Cooperative,4,81.2,6,No,N/A
