Farmer_ID,Age,Gender,Education_Level,Marital_Status,Household_Size,Offfarm_Income,Region,State,Has_Bank_Account,Owns_Smartphone,Uses_Mobile_Money
FARMER_05330,35,Female,6,Married,2,97000,South South,Edo,No,No,No
FARMER_05331,55,Female,3,Married,6,0,South South,Cross River,Yes,Yes,Yes
FARMER_05332,33,Male,12,Married,2,282000,South East,Abia,No,No,No
FARMER_05333,42,Female,0,Single,5,0,North Central,Niger,Yes,No,No
FARMER_05334,20,Male,0,Single,1,33000,South South,Cross River,Yes,No,No
FARMER_05335,26,Female,16,Married,7,521000,North West,Kaduna,No,No,No
FARMER_05336,27,Female,6,Married,7,80000,South South,Edo,Yes,Yes,No
FARMER_05337,46,Female,16,Married,6,0,South West,Ondo,Yes,No,No
FARMER_05338,60,Female,9,Married,5,0,South West,Ekiti,No,No,No
FARMER_05339,66,Female,12,Divorced,6,131000,South East,Anambra,Yes,Yes,Yes
FARMER_05340,54,Female,0,Single,1,0,North East,Yobe,No,No,No
FARMER_05341,24,Female,14,Married,3,0,South West,Lagos,Yes,Yes,Yes
FARMER_05342,31,Male,3,Widowed,6,0,North West,Sokoto,No,No,No
FARMER_05343,69,Male,14,Married,2,0,North Central,Kwara,Yes,Yes,Yes
FARMER_05344,38,Female,14,Married,5,303000,South East,Enugu,Yes,Yes,Yes
FARMER_05345,58,Female,12,Single,4,267000,North Central,Benue,No,No,No
FARMER_05346,43,Male,6,Married,7,0,South East,Anambra,Yes,Yes,Yes
FARMER_05347,56,Female,0,Married,2,0,South South,Bayelsa,Yes,No,No
FARMER_05348,55,Male,0,Single,2,69000,North West,Kebbi,Yes,No,No
FARMER_05349,30,Female,12,Married,3,187000,South South,Akwa Ibom,Yes,Yes,No
FARMER_05350,30,Female,9,Married,5,0,North West,Zamfara,Yes,Yes,Yes
FARMER_05351,57,Male,14,Married,9,0,North West,Kebbi,Yes,Yes,Yes
FARMER_05352,49,Male,0,Married,10,0,South East,Imo,Yes,No,No
FARMER_05353,31,Female,6,Married,7,0,South East,Abia,Yes,No,No
FARMER_05354,23,Female,14,Married,2,0,South East,Abia,No,Yes,Yes
FARMER_05355,33,Male,14,Widowed,5,283000,South East,Imo,No,No,No
FARMER_05356,21,Female,9,Single,3,0,South West,Lagos,Yes,Yes,Yes
FARMER_05357,37,Female,6,Married,7,0,North Central,Benue,Yes,Yes,Yes
FARMER_05358,37,Female,12,Married,4,0,North West,Kaduna,No,Yes,Yes
FARMER_05359,21,Male,0,Married,4,58000,North East,Bauchi,Yes,Yes,No
FARMER_05360,50,Male,6,Married,7,0,South South,Rivers,Yes,No,No
FARMER_05361,64,Male,18,Married,4,261000,North Central,Plateau,Yes,Yes,Yes
FARMER_05362,62,Female,12,Widowed,4,0,North West,Kano,Yes,Yes,No
FARMER_05363,55,Female,14,Married,4,0,South South,Bayelsa,No,No,No
FARMER_05364,22,Male,12,Married,3,123000,South East,Enugu,Yes,Yes,Yes
FARMER_05365,56,Male,12,Married,10,106000,South West,Oyo,Yes,Yes,Yes
FARMER_05366,22,Male,14,Married,3,0,North Central,Plateau,No,Yes,No
FARMER_05367,28,Male,12,Single,1,286000,North Central,Nasarawa,No,No,No
FARMER_05368,62,Male,12,Single,2,0,North East,Gombe,Yes,No,No
FARMER_05369,44,Female,14,Divorced,2,0,South South,Cross River,Yes,No,No
FARMER_05370,30,Female,12,Married,3,272000,South South,Rivers,No,Yes,Yes
FARMER_05371,41,Male,12,Widowed,1,229000,North Central,Nasarawa,Yes,Yes,Yes
FARMER_05372,39,Male,0,Married,3,73000,North West,Kano,Yes,Yes,No
FARMER_05373,53,Male,6,Widowed,6,54000,North West,Katsina,No,No,No
FARMER_05374,70,Male,16,Married,10,0,North Central,Niger,Yes,No,No
FARMER_05375,48,Male,6,Single,5,0,South South,Edo,Yes,Yes,Yes
FARMER_05376,42,Female,0,Widowed,6,28000,North West,Kaduna,Yes,Yes,Yes
FARMER_05377,49,Female,3,Married,4,147000,South East,Ebonyi,No,No,No
FARMER_05378,33,Male,0,Widowed,1,0,South West,Ondo,No,Yes,Yes
FARMER_05379,35,Female,3,Married,4,0,South West,Ekiti,Yes,Yes,Yes
FARMER_05380,60,Female,0,Married,10,0,North Central,Kwara,No,Yes,Yes
FARMER_05381,66,Female,0,Married,10,0,North Central,Benue,Yes,Yes,Yes
FARMER_05382,38,Male,6,Married,6,88000,South South,Rivers,No,Yes,Yes
FARMER_05383,25,Female,9,Married,4,0,North Central,FCT,Yes,Yes,Yes
FARMER_05384,36,Male,6,Married,4,0,South South,Delta,Yes,Yes,No
FARMER_05385,41,Female,9,Married,2,297000,South South,Edo,Yes,No,No
FARMER_05386,47,Male,9,Divorced,2,217000,South South,Bayelsa,Yes,No,No
FARMER_05387,41,Female,14,Married,3,181000,North East,Yobe,Yes,Yes,Yes
FARMER_05388,44,Female,6,Widowed,4,0,South South,Akwa Ibom,Yes,No,No
FARMER_05389,67,Male,14,Married,8,382000,North Central,Plateau,Yes,No,No
FARMER_05390,34,Female,9,Widowed,6,0,South South,Bayelsa,Yes,Yes,No
FARMER_05391,19,Male,0,Married,2,0,South South,Cross River,Yes,Yes,Yes
FARMER_05392,29,Male,9,Divorced,4,0,North East,Taraba,No,Yes,No
FARMER_05393,66,Female,3,Married,10,63000,South West,Ondo,No,No,No
FARMER_05394,42,Male,6,Divorced,1,0,North West,Katsina,No,Yes,Yes
FARMER_05395,30,Female,6,Married,3,0,North West,Kebbi,Yes,Yes,Yes
FARMER_05396,27,Male,9,Married,4,0,South South,Bayelsa,No,Yes,No
FARMER_05397,60,Male,16,Married,10,0,South South,Edo,No,Yes,No
FARMER_05398,41,Male,6,Married,2,103000,North Central,Nasarawa,Yes,No,No
FARMER_05399,57,Male,0,Single,1,0,North West,Kaduna,No,No,No
FARMER_05400,70,Male,0,Married,10,0,South East,Abia,Yes,Yes,Yes
FARMER_05401,52,Male,9,Widowed,3,171000,South South,Delta,No,Yes,No
FARMER_05402,64,Female,12,Married,3,0,North West,Katsina,Yes,No,No
FARMER_05403,21,Female,9,Married,2,0,South South,Edo,Yes,Yes,No
FARMER_05404,37,Male,0,Widowed,3,40000,North Central,Plateau,Yes,No,No
FARMER_05405,38,Male,18,Married,6,0,South West,Ekiti,Yes,Yes,Yes
FARMER_05406,51,Male,3,Married,5,0,North West,Jigawa,Yes,Yes,Yes
FARMER_05407,19,Female,12,Single,3,133000,North West,Kaduna,Yes,Yes,Yes
FARMER_05408,48,Male,12,Married,6,205000,North West,Zamfara,No,Yes,Yes
FARMER_05409,59,Female,12,Married,5,0,South South,Edo,Yes,Yes,No
FARMER_05410,31,Female,3,Married,7,115000,South East,Anambra,Yes,Yes,Yes
FARMER_05411,19,Female,6,Single,2,91000,North West,Zamfara,Yes,No,No
FARMER_05412,49,Female,16,Married,7,0,South East,Imo,Yes,No,No
FARMER_05413,45,Male,9,Married,2,137000,North East,Gombe,No,Yes,Yes
FARMER_05414,60,Female,14,Single,4,363000,North West,Kebbi,No,No,No
FARMER_05415,35,Female,12,Married,7,266000,North East,Adamawa,Yes,Yes,Yes
FARMER_05416,69,Female,14,Widowed,5,0,North West,Kebbi,No,Yes,Yes
FARMER_05417,44,Female,9,Married,10,162000,North West,Jigawa,No,No,No
FARMER_05418,70,Male,16,Divorced,2,391000,North West,Jigawa,Yes,No,No
FARMER_05419,52,Female,6,Married,7,0,South West,Ondo,Yes,Yes,No
FARMER_05420,48,Female,16,Married,8,422000,South East,Abia,Yes,No,No
FARMER_05421,25,Male,12,Married,3,185000,North Central,Kwara,Yes,No,No
FARMER_05422,55,Female,0,Married,10,0,North East,Adamawa,Yes,No,No
FARMER_05423,51,Male,12,Married,7,0,South West,Ondo,Yes,Yes,Yes
FARMER_05424,47,Female,6,Widowed,3,0,South West,Oyo,Yes,No,No
FARMER_05425,46,Female,6,Married,5,82000,North Central,Kwara,Yes,No,No
FARMER_05426,61,Female,6,Widowed,5,52000,South East,Enugu,Yes,No,No
FARMER_05427,18,Male,9,Single,1,0,North East,Taraba,Yes,Yes,Yes
FARMER_05428,57,Male,3,Married,4,0,North East,Yobe,Yes,Yes,Yes
FARMER_05429,28,Male,14,Single,4,0,North West,Katsina,Yes,No,No
FARMER_05430,68,Male,9,Single,5,0,North Central,Niger,Yes,Yes,No
FARMER_05431,45,Male,6,Married,4,0,South South,Akwa Ibom,Yes,Yes,Yes
FARMER_05432,33,Female,12,Widowed,5,265000,North West,Jigawa,Yes,Yes,Yes
FARMER_05433,31,Male,12,Married,3,206000,North East,Yobe,No,No,No
FARMER_05434,23,Female,14,Married,3,0,South South,Cross River,Yes,Yes,Yes
FARMER_05435,23,Male,9,Widowed,2,0,North Central,Kogi,No,Yes,Yes
FARMER_05436,59,Male,12,Married,5,167000,South South,Edo,No,Yes,Yes
FARMER_05437,27,Male,6,Single,2,0,North Central,Benue,No,No,No
FARMER_05438,56,Female,0,Married,4,0,North East,Taraba,No,Yes,Yes
FARMER_05439,21,Male,9,Divorced,5,0,South East,Enugu,No,No,No
FARMER_05440,47,Male,6,Married,10,0,South South,Rivers,Yes,Yes,Yes
FARMER_05441,64,Female,0,Divorced,2,0,South East,Abia,Yes,No,No
FARMER_05442,54,Female,14,Married,7,0,North East,Gombe,Yes,Yes,No
FARMER_05443,49,Male,16,Single,3,0,South South,Rivers,Yes,Yes,No
FARMER_05444,35,Female,14,Widowed,2,0,North East,Yobe,Yes,No,No
FARMER_05445,35,Female,3,Married,3,0,North East,Adamawa,Yes,Yes,Yes
FARMER_05446,66,Female,6,Married,9,123000,North Central,Niger,No,Yes,Yes
FARMER_05447,58,Male,3,Married,4,0,North West,Kano,Yes,No,No
FARMER_05448,66,Female,3,Married,4,113000,North East,Yobe,Yes,Yes,Yes
FARMER_05449,59,Male,0,Single,5,63000,North East,Borno,Yes,No,No
FARMER_05450,70,Male,6,Single,2,0,North West,Kaduna,Yes,Yes,Yes
FARMER_05451,35,Male,12,Widowed,2,0,North Central,Plateau,Yes,No,No
FARMER_05452,68,Female,6,Married,6,53000,South West,Oyo,Yes,No,No
FARMER_05453,69,Female,0,Widowed,4,26000,North East,Yobe,No,No,No
FARMER_05454,67,Male,12,Divorced,2,0,North West,Katsina,No,No,No
FARMER_05455,50,Male,0,Married,6,49000,South West,Ogun,Yes,No,No
FARMER_05456,58,Female,6,Widowed,4,0,North Central,Kogi,Yes,Yes,Yes
FARMER_05457,69,Male,6,Married,3,0,North East,Yobe,No,Yes,Yes
FARMER_05458,69,Male,3,Married,10,124000,South East,Enugu,No,No,No
FARMER_05459,43,Male,3,Married,3,0,North Central,Kogi,Yes,Yes,Yes
FARMER_05460,23,Male,12,Married,3,145000,South South,Cross River,Yes,Yes,Yes
FARMER_05461,65,Female,12,Married,8,262000,South West,Osun,Yes,Yes,Yes
FARMER_05462,21,Male,6,Single,2,0,North Central,FCT,Yes,Yes,Yes
FARMER_05463,24,Female,12,Married,3,178000,South East,Imo,Yes,Yes,Yes
FARMER_05464,30,Male,6,Married,4,0,North East,Adamawa,Yes,Yes,No
FARMER_05465,26,Male,6,Married,7,62000,North Central,FCT,Yes,No,No
FARMER_05466,45,Male,16,Widowed,4,0,South East,Anambra,No,Yes,Yes
FARMER_05467,26,Female,14,Single,3,0,North Central,Benue,No,No,No
FARMER_05468,35,Female,9,Married,5,0,North West,Katsina,No,Yes,No
FARMER_05469,30,Male,14,Widowed,4,0,North Central,Kogi,Yes,Yes,Yes
FARMER_05470,39,Male,12,Married,4,0,North West,Kebbi,No,No,No
FARMER_05471,39,Male,14,Widowed,5,0,North West,Sokoto,No,No,No
FARMER_05472,21,Female,12,Single,1,112000,North Central,FCT,No,Yes,Yes
FARMER_05473,28,Male,3,Single,1,117000,North Central,FCT,Yes,No,No
FARMER_05474,40,Female,6,Married,10,0,North West,Kaduna,No,Yes,No
FARMER_05475,41,Male,0,Married,4,0,South East,Abia,No,No,No
FARMER_05476,21,Male,6,Married,3,101000,South South,Rivers,No,Yes,Yes
FARMER_05477,34,Male,6,Married,5,109000,North East,Borno,Yes,Yes,Yes
FARMER_05478,31,Male,16,Widowed,2,0,South South,Edo,Yes,Yes,Yes
FARMER_05479,48,Female,6,Married,10,87000,North East,Gombe,Yes,Yes,Yes
FARMER_05480,35,Male,14,Married,4,464000,North East,Borno,No,Yes,Yes
FARMER_05481,30,Male,0,Widowed,2,32000,South West,Lagos,No,No,No
FARMER_05482,24,Male,16,Married,4,0,South South,Rivers,Yes,No,No
FARMER_05483,26,Male,12,Single,1,263000,North Central,Niger,Yes,Yes,Yes
FARMER_05484,62,Female,9,Married,9,0,South East,Anambra,Yes,Yes,No
FARMER_05485,48,Male,9,Married,4,289000,North East,Gombe,Yes,No,No
FARMER_05486,37,Male,6,Widowed,2,58000,South East,Ebonyi,No,No,No
FARMER_05487,44,Female,6,Married,10,123000,North Central,Nasarawa,No,Yes,Yes
FARMER_05488,46,Female,0,Widowed,3,0,South West,Osun,No,Yes,Yes
FARMER_05489,33,Male,0,Married,7,0,North East,Yobe,No,Yes,Yes
FARMER_05490,55,Male,3,Single,5,66000,North West,Kebbi,Yes,Yes,Yes
FARMER_05491,56,Female,6,Married,3,94000,South West,Lagos,Yes,Yes,Yes
FARMER_05492,22,Female,9,Single,3,246000,South South,Delta,Yes,Yes,No
FARMER_05493,34,Male,12,Widowed,1,279000,South East,Enugu,Yes,No,No
FARMER_05494,27,Female,16,Married,4,0,North West,Kebbi,Yes,Yes,Yes
FARMER_05495,56,Female,12,Married,7,0,North Central,Kwara,No,No,No
FARMER_05496,28,Male,9,Single,3,124000,North Central,FCT,Yes,Yes,Yes
FARMER_05497,29,Female,12,Single,4,0,South West,Ondo,Yes,Yes,No
FARMER_05498,27,Female,12,Divorced,3,114000,North Central,Nasarawa,Yes,Yes,Yes
FARMER_05499,55,Male,6,Married,10,0,North West,Jigawa,Yes,Yes,Yes
FARMER_05500,22,Female,9,Single,2,108000,North East,Bauchi,Yes,No,No
FARMER_05501,42,Female,6,Married,5,0,South West,Ekiti,Yes,Yes,Yes
FARMER_05502,40,Male,0,Married,9,0,North West,Kebbi,Yes,No,No
FARMER_05503,42,Male,14,Married,10,0,South East,Ebonyi,Yes,Yes,Yes
FARMER_05504,22,Female,12,Married,2,0,North Central,FCT,No,Yes,Yes
FARMER_05505,42,Male,12,Married,7,0,South West,Ogun,No,Yes,Yes
FARMER_05506,52,Male,9,Married,3,0,South South,Cross River,Yes,No,No
FARMER_05507,50,Female,6,Divorced,5,0,North East,Bauchi,No,Yes,Yes
FARMER_05508,42,Male,12,Single,5,0,South West,Lagos,No,Yes,Yes
FARMER_05509,31,Male,14,Married,7,0,North East,Bauchi,Yes,No,No
FARMER_05510,68,Male,14,Single,3,417000,South West,Lagos,Yes,No,No
FARMER_05511,35,Male,6,Married,6,0,North Central,Benue,No,No,No
FARMER_05512,49,Male,18,Married,2,181000,South South,Edo,Yes,Yes,Yes
FARMER_05513,65,Female,16,Married,6,258000,South West,Ondo,Yes,No,No
FARMER_05514,43,Female,6,Widowed,1,0,North Central,Kogi,No,No,No
FARMER_05515,43,Male,12,Married,2,206000,North Central,FCT,No,No,No
FARMER_05516,25,Female,3,Divorced,6,0,North Central,Kogi,Yes,No,No
FARMER_05517,23,Male,12,Married,4,0,North Central,Niger,No,Yes,Yes
FARMER_05518,33,Male,3,Married,6,103000,North East,Yobe,No,No,No
FARMER_05519,35,Male,9,Married,6,0,North Central,Kwara,Yes,Yes,No
FARMER_05520,29,Male,9,Married,4,0,South South,Akwa Ibom,No,Yes,Yes
FARMER_05521,22,Female,6,Married,4,77000,South South,Delta,No,Yes,Yes
FARMER_05522,56,Male,14,Divorced,1,237000,North West,Kaduna,Yes,No,No
FARMER_05523,44,Female,9,Married,3,207000,North East,Yobe,No,No,No
FARMER_05524,66,Male,12,Married,5,129000,South South,Akwa Ibom,Yes,Yes,Yes
FARMER_05525,36,Male,16,Married,7,0,North West,Kano,No,No,No
FARMER_05526,22,Male,12,Single,3,291000,North West,Zamfara,Yes,No,No
FARMER_05527,51,Female,12,Married,6,0,North East,Bauchi,Yes,No,No
FARMER_05528,61,Female,3,Married,4,143000,South West,Ekiti,No,No,No
FARMER_05529,43,Male,0,Widowed,5,0,North West,Kano,No,Yes,No
FARMER_05530,20,Female,12,Single,1,0,South West,Lagos,Yes,No,No
FARMER_05531,68,Male,0,Widowed,2,57000,North Central,Niger,Yes,Yes,No
FARMER_05532,27,Male,6,Single,4,114000,North Central,FCT,No,No,No
FARMER_05533,37,Female,3,Married,4,0,South South,Rivers,No,Yes,Yes
FARMER_05534,21,Male,14,Married,2,0,North Central,Nasarawa,Yes,No,No
FARMER_05535,38,Male,12,Married,7,0,North West,Kaduna,No,No,No
FARMER_05536,27,Female,14,Married,2,301000,North West,Sokoto,Yes,No,No
FARMER_05537,47,Male,3,Married,8,0,North West,Zamfara,Yes,No,No
FARMER_05538,19,Male,12,Single,2,0,North East,Adamawa,No,Yes,No
FARMER_05539,37,Female,3,Married,6,0,South South,Rivers,No,Yes,Yes
FARMER_05540,58,Female,9,Married,7,0,South South,Bayelsa,Yes,Yes,Yes
FARMER_05541,41,Male,0,Divorced,1,51000,South South,Delta,Yes,Yes,No
FARMER_05542,57,Male,0,Widowed,2,0,North West,Kebbi,No,No,No
FARMER_05543,48,Male,12,Married,6,0,North West,Jigawa,Yes,Yes,No
FARMER_05544,42,Male,0,Married,2,44000,North West,Jigawa,Yes,No,No
FARMER_05545,24,Male,14,Married,2,0,South West,Oyo,Yes,No,No
FARMER_05546,25,Male,0,Married,7,54000,North Central,Kogi,No,Yes,Yes
FARMER_05547,55,Male,12,Married,10,0,South East,Enugu,Yes,No,No
FARMER_05548,19,Male,9,Single,3,0,North East,Adamawa,Yes,No,No
FARMER_05549,44,Female,6,Widowed,4,0,North East,Taraba,Yes,No,No
FARMER_05550,53,Female,14,Married,3,208000,South South,Edo,Yes,No,No
FARMER_05551,64,Male,6,Married,10,0,North West,Sokoto,Yes,No,No
FARMER_05552,61,Male,0,Married,9,0,North West,Kano,No,No,No
FARMER_05553,52,Male,12,Married,9,125000,South West,Lagos,Yes,Yes,Yes
FARMER_05554,25,Male,3,Married,5,73000,South East,Anambra,No,Yes,No
FARMER_05555,69,Male,16,Married,4,0,North East,Taraba,No,Yes,Yes
FARMER_05556,21,Female,12,Married,3,0,North Central,Plateau,Yes,Yes,No
FARMER_05557,21,Male,14,Single,1,0,South West,Osun,Yes,No,No
FARMER_05558,70,Female,0,Married,7,0,North West,Zamfara,No,Yes,Yes
FARMER_05559,42,Female,14,Married,4,0,North Central,Kwara,Yes,Yes,No
FARMER_05560,46,Female,16,Widowed,3,426000,North West,Zamfara,Yes,Yes,No
FARMER_05561,22,Female,16,Married,3,0,North West,Kaduna,Yes,No,No
FARMER_05562,32,Female,12,Married,3,0,North West,Kaduna,No,Yes,Yes
FARMER_05563,49,Female,6,Single,1,0,South West,Ekiti,No,Yes,No
FARMER_05564,37,Female,6,Single,2,0,North East,Bauchi,Yes,Yes,Yes
FARMER_05565,42,Male,3,Married,9,81000,North West,Kebbi,No,No,No
FARMER_05566,54,Female,0,Married,4,0,North West,Katsina,Yes,No,No
FARMER_05567,67,Male,16,Divorced,4,417000,South East,Imo,No,No,No
FARMER_05568,32,Female,14,Married,7,312000,South West,Osun,Yes,No,No
FARMER_05569,68,Female,12,Widowed,3,168000,North West,Jigawa,No,Yes,No
FARMER_05570,20,Female,9,Married,4,0,South East,Ebonyi,No,Yes,Yes
FARMER_05571,43,Male,9,Married,3,0,South West,Ogun,Yes,No,No
FARMER_05572,31,Female,12,Married,5,129000,North Central,Kwara,Yes,No,No
FARMER_05573,28,Male,9,Divorced,6,296000,South East,Enugu,No,No,No
FARMER_05574,39,Female,3,Widowed,3,135000,South West,Osun,Yes,Yes,No
FARMER_05575,65,Female,3,Married,6,0,North East,Adamawa,Yes,Yes,No
FARMER_05576,66,Male,9,Widowed,1,0,South West,Oyo,Yes,Yes,Yes
FARMER_05577,35,Female,14,Married,6,0,North Central,Plateau,No,Yes,Yes
FARMER_05578,31,Female,6,Single,5,145000,South West,Ondo,No,Yes,Yes
FARMER_05579,63,Male,0,Married,3,0,North West,Kano,Yes,Yes,Yes
FARMER_05580,67,Female,6,Married,2,0,North Central,Plateau,Yes,No,No
FARMER_05581,34,Female,12,Married,3,0,North Central,Benue,No,Yes,Yes
FARMER_05582,20,Male,0,Married,4,0,South West,Ekiti,Yes,Yes,Yes
FARMER_05583,24,Male,12,Married,3,0,North East,Yobe,Yes,No,No
FARMER_05584,31,Male,6,Married,3,70000,North Central,Nasarawa,Yes,Yes,Yes
FARMER_05585,39,Female,14,Married,3,0,South West,Lagos,No,No,No
FARMER_05586,56,Male,0,Married,8,0,South East,Imo,No,No,No
FARMER_05587,37,Male,9,Widowed,3,118000,South East,Enugu,Yes,No,No
FARMER_05588,64,Female,9,Married,5,136000,North West,Kano,Yes,Yes,Yes
FARMER_05589,45,Male,12,Married,6,0,South West,Ogun,No,No,No
FARMER_05590,19,Male,12,Single,3,279000,South West,Ogun,No,No,No
FARMER_05591,41,Male,3,Married,7,0,North East,Taraba,Yes,Yes,No
FARMER_05592,67,Female,3,Married,5,0,North Central,Nasarawa,No,Yes,Yes
FARMER_05593,35,Male,9,Widowed,6,0,South West,Ekiti,Yes,Yes,Yes
FARMER_05594,70,Female,12,Married,10,163000,North West,Katsina,Yes,No,No
FARMER_05595,43,Female,0,Married,6,59000,North West,Kaduna,Yes,No,No
FARMER_05596,55,Female,6,Married,5,0,South East,Abia,No,No,No
FARMER_05597,46,Male,6,Married,6,113000,South South,Cross River,Yes,No,No
FARMER_05598,32,Female,6,Married,5,85000,North Central,Plateau,No,Yes,Yes
FARMER_05599,26,Female,12,Single,5,191000,South South,Delta,No,Yes,No
FARMER_05600,43,Male,12,Married,10,153000,North Central,Nasarawa,No,No,No
FARMER_05601,22,Male,14,Widowed,4,511000,South South,Delta,No,No,No
FARMER_05602,57,Female,12,Widowed,5,152000,North Central,Nasarawa,Yes,Yes,Yes
FARMER_05603,36,Female,0,Married,5,0,South South,Bayelsa,Yes,No,No
FARMER_05604,40,Female,12,Married,8,113000,North West,Kaduna,Yes,No,No
FARMER_05605,43,Male,9,Married,3,235000,North East,Adamawa,Yes,Yes,Yes
FARMER_05606,68,Female,3,Married,10,60000,North Central,Plateau,No,Yes,Yes
FARMER_05607,51,Male,14,Divorced,5,412000,South West,Ogun,Yes,Yes,Yes
FARMER_05608,40,Male,9,Married,5,0,South South,Cross River,No,Yes,Yes
FARMER_05609,59,Female,0,Single,5,0,North West,Sokoto,No,No,No
FARMER_05610,29,Male,6,Single,5,0,South West,Oyo,No,Yes,Yes
FARMER_05611,26,Female,0,Single,1,0,North Central,Kogi,Yes,No,No
FARMER_05612,46,Male,6,Married,6,82000,North West,Jigawa,Yes,Yes,Yes
FARMER_05613,64,Male,3,Widowed,4,0,South South,Rivers,Yes,No,No
FARMER_05614,48,Female,6,Married,6,124000,South West,Osun,No,Yes,Yes
FARMER_05615,56,Female,12,Married,4,293000,South West,Lagos,Yes,No,No
FARMER_05616,41,Female,0,Married,5,0,North West,Kano,Yes,No,No
FARMER_05617,52,Female,12,Widowed,1,103000,North West,Kaduna,No,No,No
FARMER_05618,40,Male,9,Married,9,0,South East,Ebonyi,Yes,No,No
FARMER_05619,36,Female,6,Married,6,128000,North Central,Plateau,No,Yes,Yes
FARMER_05620,42,Male,16,Single,4,488000,South East,Anambra,Yes,Yes,No
FARMER_05621,61,Male,16,Single,4,229000,North East,Bauchi,Yes,Yes,Yes
FARMER_05622,55,Male,16,Divorced,6,0,South West,Ogun,Yes,Yes,Yes
FARMER_05623,29,Male,6,Married,6,81000,North East,Yobe,Yes,No,No
FARMER_05624,40,Male,6,Widowed,5,0,South South,Rivers,No,No,No
FARMER_05625,43,Male,6,Married,9,146000,North Central,Nasarawa,Yes,No,No
FARMER_05626,18,Male,9,Single,1,275000,South West,Ondo,Yes,Yes,No
FARMER_05627,64,Female,12,Single,3,0,South East,Anambra,No,Yes,No
FARMER_05628,41,Female,0,Married,4,32000,South West,Ekiti,Yes,Yes,No
FARMER_05629,35,Female,12,Married,4,0,South West,Ondo,Yes,No,No
FARMER_05630,60,Female,0,Married,7,0,North Central,Nasarawa,Yes,Yes,Yes
FARMER_05631,69,Female,6,Married,5,98000,North Central,Plateau,No,No,No
FARMER_05632,21,Male,12,Married,2,250000,North West,Sokoto,Yes,No,No
FARMER_05633,33,Male,14,Married,6,525000,North East,Yobe,Yes,No,No
FARMER_05634,44,Female,0,Married,8,0,South South,Bayelsa,No,Yes,No
FARMER_05635,20,Male,12,Married,3,295000,North East,Taraba,Yes,Yes,Yes
FARMER_05636,66,Male,16,Married,6,506000,South West,Osun,No,Yes,Yes
FARMER_05637,33,Female,9,Married,5,201000,South East,Enugu,Yes,Yes,Yes
FARMER_05638,66,Male,14,Widowed,1,508000,South West,Ekiti,Yes,Yes,Yes
FARMER_05639,27,Male,3,Married,2,78000,South East,Enugu,No,Yes,Yes
FARMER_05640,20,Male,0,Married,2,0,South South,Rivers,No,Yes,Yes
FARMER_05641,46,Male,3,Single,2,142000,North East,Gombe,No,Yes,Yes
FARMER_05642,21,Female,14,Single,1,0,North West,Katsina,No,Yes,No
FARMER_05643,27,Male,12,Single,4,193000,North Central,Benue,Yes,Yes,Yes
FARMER_05644,26,Male,6,Single,3,0,South East,Imo,Yes,Yes,Yes
FARMER_05645,70,Male,16,Single,1,298000,South West,Ondo,Yes,Yes,Yes
FARMER_05646,34,Male,6,Married,3,125000,North Central,Nasarawa,Yes,Yes,Yes
FARMER_05647,37,Female,9,Single,1,115000,South West,Ekiti,Yes,Yes,Yes
FARMER_05648,35,Male,14,Widowed,1,469000,South South,Delta,Yes,Yes,Yes
FARMER_05649,50,Male,12,Divorced,5,151000,South East,Ebonyi,Yes,No,No
FARMER_05650,38,Female,9,Widowed,4,0,South East,Abia,Yes,Yes,Yes
FARMER_05651,46,Female,3,Married,3,51000,South West,Lagos,Yes,No,No
FARMER_05652,67,Female,6,Married,10,0,North Central,Nasarawa,No,No,No
FARMER_05653,64,Male,3,Single,3,67000,North Central,Plateau,Yes,Yes,Yes
FARMER_05654,64,Female,6,Married,7,74000,North Central,FCT,No,Yes,No
FARMER_05655,66,Female,0,Divorced,4,0,South West,Ondo,No,No,No
FARMER_05656,54,Male,14,Married,6,0,North East,Borno,Yes,Yes,Yes
FARMER_05657,50,Female,6,Widowed,2,0,North Central,Niger,Yes,Yes,Yes
FARMER_05658,29,Female,14,Married,2,243000,North West,Kebbi,Yes,Yes,No
FARMER_05659,55,Female,3,Married,4,0,South South,Cross River,Yes,Yes,Yes
FARMER_05660,31,Male,16,Married,6,261000,North Central,Kwara,Yes,No,No
FARMER_05661,52,Male,14,Married,5,0,North Central,Kwara,No,Yes,Yes
FARMER_05662,27,Female,9,Married,5,0,South West,Ekiti,Yes,Yes,Yes
FARMER_05663,37,Female,6,Widowed,1,0,North Central,Kwara,No,Yes,No
FARMER_05664,60,Female,12,Married,3,0,North East,Bauchi,No,No,No
FARMER_05665,35,Male,12,Married,3,140000,North Central,Plateau,Yes,Yes,Yes
FARMER_05666,56,Male,16,Married,7,0,South South,Cross River,Yes,Yes,No
FARMER_05667,50,Male,0,Married,2,0,North Central,Niger,Yes,Yes,Yes
FARMER_05668,45,Female,6,Married,3,0,South South,Edo,No,Yes,No
FARMER_05669,32,Male,0,Married,7,0,North Central,Kogi,Yes,No,No
FARMER_05670,60,Male,6,Married,5,149000,South East,Anambra,Yes,Yes,Yes
FARMER_05671,48,Male,6,Married,6,0,South South,Edo,No,No,No
FARMER_05672,21,Male,14,Single,2,521000,North Central,Kwara,Yes,Yes,Yes
